invoice_id,vendor_id,invoice_date,due_date,amount_minor,provenance
INV-LEGACY-0391,a0bc0b6a-b22f-5940-be71-4a5d8d5f2070,2024-05-24,2024-06-23,2378762,synthetic_extension_v1
INV-LEGACY-0392,f1901f67-4ff5-5e3f-b044-a75a954243c5,2024-08-30,2024-09-29,443103,synthetic_extension_v1
INV-LEGACY-0393,88243640-826c-58e7-b5e8-7ec341636b05,2025-06-12,2025-07-12,4013426,synthetic_extension_v1
INV-LEGACY-0394,114c70f3-eaf2-56e0-9473-09db419bd72b,2024-03-27,2024-04-26,40329392,synthetic_extension_v1
INV-LEGACY-0395,8d0d49ca-9dd9-5c8c-b9fe-e4cb65defe73,2024-07-22,2024-08-21,4452167,synthetic_extension_v1
INV-LEGACY-0396,a0cf0f9f-64ca-5726-876b-4361d6b3ae3c,2026-04-10,2026-05-10,19261225,synthetic_extension_v1
INV-LEGACY-0397,807ea2e2-6f6f-5cab-9638-b69db7d91d38,2026-07-25,2026-08-24,3290053,synthetic_extension_v1
INV-LEGACY-0398,8664527d-2eb4-5702-94ce-b3f9ab3b34e7,2024-06-28,2024-07-28,4236778,synthetic_extension_v1
INV-LEGACY-0399,6162fefd-5e2c-5b46-9196-19877bc1dc92,2026-01-19,2026-02-18,2699507,synthetic_extension_v1
INV-LEGACY-0400,a37e9aba-5d93-5861-966e-d1a0276f97c2,2025-10-03,2025-11-02,4959242,synthetic_extension_v1
INV-LEGACY-0401,79bc5040-2780-5da3-a308-c4a1b6ca2007,2025-02-02,2025-03-04,8136197,synthetic_extension_v1
INV-LEGACY-0402,19581aae-06ea-5c39-9399-25aef009de24,2025-07-06,2025-08-05,4418557,synthetic_extension_v1
INV-LEGACY-0403,a294c882-dc67-5e98-bef1-8d903381b9ea,2024-01-18,2024-02-17,326565383,synthetic_extension_v1
INV-LEGACY-0404,46a82aad-9961-589b-a903-1393d8d4ba88,2024-10-12,2024-11-11,3030494,synthetic_extension_v1
INV-LEGACY-0405,af26753c-e2fb-51c9-b80e-aa1936b064f1,2024-03-04,2024-04-03,47894566,synthetic_extension_v1
INV-LEGACY-0406,b805bc80-beed-58fa-8554-87ef88bfd483,2025-05-07,2025-06-06,1492933,synthetic_extension_v1
INV-LEGACY-0407,43a483cc-a5dc-51c4-89ab-f35c67bf04ab,2024-05-17,2024-06-16,4164006,synthetic_extension_v1
INV-LEGACY-0408,19581aae-06ea-5c39-9399-25aef009de24,2024-05-06,2024-06-05,2273004,synthetic_extension_v1
INV-LEGACY-0409,63d87a3d-61d1-5896-8685-ef82e2d0ff0c,2024-04-03,2024-05-03,44378752,synthetic_extension_v1
INV-LEGACY-0410,807ea2e2-6f6f-5cab-9638-b69db7d91d38,2025-08-27,2025-09-26,2394905,synthetic_extension_v1
INV-LEGACY-0411,43a483cc-a5dc-51c4-89ab-f35c67bf04ab,2024-03-07,2024-04-06,3571231,synthetic_extension_v1
INV-LEGACY-0412,03398435-d65f-54a1-88a2-e7df04f2ab90,2025-12-07,2026-01-06,42541047,synthetic_extension_v1
INV-LEGACY-0413,52499440-76c6-5aa8-96a8-5ee514d1f561,2024-05-21,2024-06-20,27079443,synthetic_extension_v1
INV-LEGACY-0414,1dcd9d91-6524-598c-9bc4-13ae14df9657,2025-09-10,2025-10-10,3659274,synthetic_extension_v1
INV-LEGACY-0415,062191ca-fb59-5745-8ad0-f4e1b0f0614e,2024-02-07,2024-03-08,30626949,synthetic_extension_v1
INV-LEGACY-0416,8ad3ab75-1148-52cf-b7d9-e9f22926b24e,2024-08-24,2024-09-23,478676,synthetic_extension_v1
INV-LEGACY-0417,223fad70-b21a-5c70-9af7-0f6ac0e06c80,2026-03-14,2026-04-13,4083848,synthetic_extension_v1
INV-LEGACY-0418,f4850a20-7781-56a4-ba35-69ed5bf54617,2026-07-07,2026-08-06,88568104,synthetic_extension_v1
INV-LEGACY-0419,b27be532-f849-53e0-b298-6c23a1f29e92,2026-07-21,2026-08-20,1082142,synthetic_extension_v1
INV-LEGACY-0420,77167ec3-e35c-5dae-88bc-e1a85debe453,2026-01-10,2026-02-09,43533311,synthetic_extension_v1
INV-LEGACY-0421,fde58e48-cf68-524f-8d70-f1b18d897472,2026-01-20,2026-02-19,2188445,synthetic_extension_v1
INV-LEGACY-0422,807ea2e2-6f6f-5cab-9638-b69db7d91d38,2025-02-20,2025-03-22,35165195,synthetic_extension_v1
INV-LEGACY-0423,56f84b4c-e039-5f72-b3f7-41684d1e212a,2026-01-21,2026-02-20,25812434,synthetic_extension_v1
INV-LEGACY-0424,24c395d5-926a-5626-aefc-90c253e9d26a,2026-06-05,2026-07-05,24813468,synthetic_extension_v1
INV-LEGACY-0425,062191ca-fb59-5745-8ad0-f4e1b0f0614e,2024-02-05,2024-03-06,4090040,synthetic_extension_v1
INV-LEGACY-0426,bc6febd8-7473-5fe0-a8b5-fdf154c45313,2025-11-03,2025-12-03,3446103,synthetic_extension_v1
INV-LEGACY-0427,b27be532-f849-53e0-b298-6c23a1f29e92,2026-08-05,2026-09-04,449052,synthetic_extension_v1
INV-LEGACY-0428,bd8e03c0-b540-5225-85ee-86af7c924b1d,2026-07-01,2026-07-31,10969996,synthetic_extension_v1
INV-LEGACY-0429,54e16296-56ab-5e7f-9589-3ef42a534f10,2026-07-31,2026-08-30,2559380,synthetic_extension_v1
INV-LEGACY-0430,19581aae-06ea-5c39-9399-25aef009de24,2025-01-06,2025-02-05,16705541,synthetic_extension_v1
INV-LEGACY-0431,24c395d5-926a-5626-aefc-90c253e9d26a,2024-04-23,2024-05-23,707342,synthetic_extension_v1
INV-LEGACY-0432,f4850a20-7781-56a4-ba35-69ed5bf54617,2024-07-20,2024-08-19,711299,synthetic_extension_v1
INV-LEGACY-0433,201f525a-3068-5046-b028-7def29460c9d,2026-06-07,2026-07-07,28599743,synthetic_extension_v1
INV-LEGACY-0434,afd96da7-3a3e-5ea1-aca6-31cbbb55c1cb,2025-02-07,2025-03-09,2660644,synthetic_extension_v1
INV-LEGACY-0435,2944fa7a-c322-53a9-ba46-4cb8c85c8d15,2024-08-14,2024-09-13,39021973,synthetic_extension_v1
INV-LEGACY-0436,20ba8481-4838-57a8-85c4-600e334e994d,2026-03-14,2026-04-13,3612646,synthetic_extension_v1
INV-LEGACY-0437,f037e82c-74e9-5a3c-aaa3-daa26856de67,2024-10-14,2024-11-13,41210657,synthetic_extension_v1
INV-LEGACY-0438,33a6b8a6-abac-54c4-a6c2-2c1cf624fe48,2025-09-18,2025-10-18,42751241,synthetic_extension_v1
INV-LEGACY-0439,54719001-fd55-5f9d-8b4e-887178dd2f03,2025-12-19,2026-01-18,3334951,synthetic_extension_v1
INV-LEGACY-0440,a39f87b4-af54-56c4-9630-3a77a007a20e,2025-01-16,2025-02-15,4930008,synthetic_extension_v1
INV-LEGACY-0441,20ba8481-4838-57a8-85c4-600e334e994d,2024-07-26,2024-08-25,47068800,synthetic_extension_v1
INV-LEGACY-0442,ea928f7c-5733-5dbf-b7e2-16e00847b4a1,2024-06-05,2024-07-05,3498059,synthetic_extension_v1
INV-LEGACY-0443,37164bdb-4512-552f-8f5e-9f176f3fd5bb,2024-06-14,2024-07-14,2518548,synthetic_extension_v1
INV-LEGACY-0444,8f81aac3-7739-5356-8e2b-6070906564e7,2025-01-30,2025-03-01,38798407,synthetic_extension_v1
INV-LEGACY-0445,8c44d008-53f7-596a-b199-37f3269feea3,2026-08-21,2026-09-20,2189214,synthetic_extension_v1
INV-LEGACY-0446,ce79a9d8-eadd-5249-82b7-f9c5952624b2,2025-12-09,2026-01-08,3020149,synthetic_extension_v1
INV-LEGACY-0447,abfafefd-f1d4-562e-8578-673570ba6670,2024-06-09,2024-07-09,2507873,synthetic_extension_v1
INV-LEGACY-0448,39232d57-1696-57b0-88d3-e9f5e8ed24f2,2026-07-11,2026-08-10,3056234,synthetic_extension_v1
INV-LEGACY-0449,a37e9aba-5d93-5861-966e-d1a0276f97c2,2024-03-19,2024-04-18,365485273,synthetic_extension_v1
INV-LEGACY-0450,fd2dbbfa-3d3a-5e38-bab2-fa314580c456,2024-10-26,2024-11-25,1794789,synthetic_extension_v1
INV-LEGACY-0451,291a230d-b959-548a-bb4e-48ef410ee686,2026-07-22,2026-08-21,4103583,synthetic_extension_v1
INV-LEGACY-0452,ab02ee79-19e3-5f19-96b6-388c870f302a,2025-04-07,2025-05-07,22620116,synthetic_extension_v1
INV-LEGACY-0453,bd8e03c0-b540-5225-85ee-86af7c924b1d,2024-09-09,2024-10-09,2431574,synthetic_extension_v1
INV-LEGACY-0454,315fc2e5-c7c0-5896-a2f9-456bbbb8ef45,2024-03-03,2024-04-02,5014808,synthetic_extension_v1
INV-LEGACY-0455,afdd9e36-4fbe-547f-a211-8bdb6efaee17,2024-06-14,2024-07-14,3874680,synthetic_extension_v1
INV-LEGACY-0456,8674902d-2a3e-5926-9cad-29217ce4cc5d,2025-09-05,2025-10-05,4670681,synthetic_extension_v1
INV-LEGACY-0457,b8412f27-5f6f-5b52-9764-cc61586ae013,2025-04-18,2025-05-18,584250,synthetic_extension_v1
INV-LEGACY-0458,54719001-fd55-5f9d-8b4e-887178dd2f03,2026-07-09,2026-08-08,647818,synthetic_extension_v1
INV-LEGACY-0459,062191ca-fb59-5745-8ad0-f4e1b0f0614e,2024-11-22,2024-12-22,3746727,synthetic_extension_v1
INV-LEGACY-0460,6c1fcedf-64fc-50a6-ad8d-65c77ac722a8,2025-07-22,2025-08-21,3943398,synthetic_extension_v1
INV-LEGACY-0461,a0cf0f9f-64ca-5726-876b-4361d6b3ae3c,2025-09-09,2025-10-09,155376,synthetic_extension_v1
INV-LEGACY-0462,a0cf0f9f-64ca-5726-876b-4361d6b3ae3c,2024-08-17,2024-09-16,21564644,synthetic_extension_v1
INV-LEGACY-0463,764cd403-4896-519a-b973-5a6e01930cd2,2026-05-04,2026-06-03,45643267,synthetic_extension_v1
INV-LEGACY-0464,56f84b4c-e039-5f72-b3f7-41684d1e212a,2024-02-11,2024-03-12,2029939,synthetic_extension_v1
INV-LEGACY-0465,2c7fa604-b973-51cd-aaeb-33054db07262,2024-08-19,2024-09-18,3312029,synthetic_extension_v1
INV-LEGACY-0466,54e16296-56ab-5e7f-9589-3ef42a534f10,2024-09-08,2024-10-08,16001987,synthetic_extension_v1
INV-LEGACY-0467,3456c0ef-54d0-5186-a3e4-ac20cf27a837,2024-10-25,2024-11-24,3267551,synthetic_extension_v1
INV-LEGACY-0468,062191ca-fb59-5745-8ad0-f4e1b0f0614e,2025-08-27,2025-09-26,13006466,synthetic_extension_v1
INV-LEGACY-0469,e670dcde-e3ef-5dc8-adc5-a9bb5a234e30,2025-12-17,2026-01-16,4142413,synthetic_extension_v1
INV-LEGACY-0470,a0cf0f9f-64ca-5726-876b-4361d6b3ae3c,2024-09-04,2024-10-04,3256520,synthetic_extension_v1
INV-LEGACY-0471,840839a8-c7ea-5ee3-a49b-4add4123bfcc,2024-06-10,2024-07-10,3924043,synthetic_extension_v1
INV-LEGACY-0472,2ddcf1b8-1753-56b3-a60a-27ba9b9a0c8b,2026-08-23,2026-09-22,11379448,synthetic_extension_v1
INV-LEGACY-0473,a37e9aba-5d93-5861-966e-d1a0276f97c2,2024-12-17,2025-01-16,4354839,synthetic_extension_v1
INV-LEGACY-0474,f2076f54-1357-59de-8f38-194c67d4f1bf,2026-01-27,2026-02-26,344968,synthetic_extension_v1
INV-LEGACY-0475,f4850a20-7781-56a4-ba35-69ed5bf54617,2025-10-23,2025-11-22,2429669,synthetic_extension_v1
INV-LEGACY-0476,cb594e5f-b964-5154-b88d-6a5b35a1b057,2026-06-24,2026-07-24,16499369,synthetic_extension_v1
INV-LEGACY-0477,f27aaedd-4c53-5c6f-9527-59387c250723,2025-06-27,2025-07-27,195371,synthetic_extension_v1
INV-LEGACY-0478,252d221d-75f9-503d-a310-5720c7e3f003,2024-06-19,2024-07-19,2157246,synthetic_extension_v1
INV-LEGACY-0479,f1901f67-4ff5-5e3f-b044-a75a954243c5,2025-07-27,2025-08-26,3849523,synthetic_extension_v1
INV-LEGACY-0480,a39f87b4-af54-56c4-9630-3a77a007a20e,2024-03-20,2024-04-19,4805476,synthetic_extension_v1
INV-LEGACY-0481,481dfbde-f953-5ec7-81b7-1dcc5910cc57,2025-08-12,2025-09-11,2365899,synthetic_extension_v1
INV-LEGACY-0482,b8412f27-5f6f-5b52-9764-cc61586ae013,2026-01-18,2026-02-17,1189531,synthetic_extension_v1
INV-LEGACY-0483,52499440-76c6-5aa8-96a8-5ee514d1f561,2025-11-18,2025-12-18,31573644,synthetic_extension_v1
INV-LEGACY-0484,02fa1041-ddcd-5883-8de5-e7279d532d52,2024-02-24,2024-03-25,4710472,synthetic_extension_v1
INV-LEGACY-0485,abfafefd-f1d4-562e-8578-673570ba6670,2025-09-01,2025-10-01,42628408,synthetic_extension_v1
INV-LEGACY-0486,f4429e57-7327-591d-a6e0-daa2dc7243ea,2024-12-12,2025-01-11,3487796,synthetic_extension_v1
INV-LEGACY-0487,fde58e48-cf68-524f-8d70-f1b18d897472,2026-02-16,2026-03-18,4302254,synthetic_extension_v1
INV-LEGACY-0488,264879eb-432f-5dec-bb7c-ced8802ee711,2025-11-03,2025-12-03,1442925,synthetic_extension_v1
INV-LEGACY-0489,63316b6c-efd4-540b-8a8c-979177487156,2025-01-04,2025-02-03,2744215,synthetic_extension_v1
INV-LEGACY-0490,f22ef9ca-1db5-5774-bbe8-bbc1a30be2dd,2026-08-30,2026-09-29,37720106,synthetic_extension_v1
INV-LEGACY-0491,481dfbde-f953-5ec7-81b7-1dcc5910cc57,2025-10-21,2025-11-20,421215,synthetic_extension_v1
INV-LEGACY-0492,54e16296-56ab-5e7f-9589-3ef42a534f10,2024-03-07,2024-04-06,4017596,synthetic_extension_v1
INV-LEGACY-0493,2d1d458e-5865-5c48-9509-f6f7545a86e6,2026-04-17,2026-05-17,657714,synthetic_extension_v1
INV-LEGACY-0494,c85a13a5-eb0d-5389-b144-796391146dd1,2025-10-18,2025-11-17,5671678,synthetic_extension_v1
INV-LEGACY-0495,d4a665a9-48e3-576b-91de-883a29363d26,2024-07-15,2024-08-14,194170515,synthetic_extension_v1
INV-LEGACY-0496,d664ae70-65f4-522e-991f-cc9e5ad745c8,2026-06-26,2026-07-26,3848491,synthetic_extension_v1
INV-LEGACY-0497,4e2dd5ef-2c68-5508-b1e5-d4e9a6758cce,2026-01-21,2026-02-20,3773698,synthetic_extension_v1
INV-LEGACY-0498,6890ddec-c75c-5441-980b-5b0c7953a44c,2024-04-16,2024-05-16,2340009,synthetic_extension_v1
INV-LEGACY-0499,481dfbde-f953-5ec7-81b7-1dcc5910cc57,2025-04-20,2025-05-20,3622401,synthetic_extension_v1
INV-MISMATCH,8f88c1b0-076b-5795-b71d-b486d2344bf6,2026-08-15,2026-09-14,1000000,synthetic_extension_v1
INV-MISSING-BANK,8f88c1b0-076b-5795-b71d-b486d2344bf6,2026-08-15,2026-09-14,170000,synthetic_extension_v1
INV-MISSING-REF,f22c83a8-9d83-5529-a9b5-56b892019de1,2026-08-15,2026-09-14,45000,synthetic_extension_v1
INV-NEXT-MONTH,f22c83a8-9d83-5529-a9b5-56b892019de1,2026-09-01,2026-10-01,30000,synthetic_extension_v1
INV-PAISE,f22c83a8-9d83-5529-a9b5-56b892019de1,2026-08-15,2026-09-14,101,synthetic_extension_v1
INV-PARTIAL,8f88c1b0-076b-5795-b71d-b486d2344bf6,2026-08-01,2026-08-31,1000000,synthetic_extension_v1
INV-PENDING,8463a659-7733-5594-8590-3d7cd66a5c08,2026-09-04,2026-10-04,80000,synthetic_extension_v1
INV-PROCESSING,8463a659-7733-5594-8590-3d7cd66a5c08,2026-09-04,2026-10-04,90000,synthetic_extension_v1
INV-REFUND,5d74c914-28b2-5787-aa3b-55eaff8775e6,2026-08-15,2026-09-14,200000,synthetic_extension_v1
INV-RETRY,8463a659-7733-5594-8590-3d7cd66a5c08,2026-08-15,2026-09-14,150000,synthetic_extension_v1
INV-REVERSED,f22c83a8-9d83-5529-a9b5-56b892019de1,2026-08-15,2026-09-14,320000,synthetic_extension_v1
INV-SPLIT,8463a659-7733-5594-8590-3d7cd66a5c08,2026-08-15,2026-09-14,1000000,synthetic_extension_v1
INV-THRESHOLD-ABOVE,f22c83a8-9d83-5529-a9b5-56b892019de1,2026-08-15,2026-09-14,5000001,synthetic_extension_v1
INV-THRESHOLD-EQUAL,f22c83a8-9d83-5529-a9b5-56b892019de1,2026-08-15,2026-09-14,5000000,synthetic_extension_v1
INV-TIMING,88f2432f-d934-52a9-b04a-21e1f88ff115,2026-08-31,2026-09-30,88000,synthetic_extension_v1
INV-UNPAID,8f88c1b0-076b-5795-b71d-b486d2344bf6,2026-08-01,2026-08-20,220000,synthetic_extension_v1
