transaction_id,account_id,transaction_date,transaction_type,description,amount_minor,reference_id,utr_number,provenance
91674e1f-d6b0-4c80-a7fb-fd06996b70ff,56de9e75-0e40-4697-9d3c-338061f29934,2024-12-08,debit,WDL/Bajaj Ltd,-2259724,R5897495,264268530715,original_csv
9167ec46-856f-420b-aa57-a371f8049c65,2e7ae07e-203f-4776-8dae-69b34a592065,2026-06-06,debit,RET/GROWW MUTUAL FUND,-2215231,I2074874,644501177214,original_csv
91696ed7-51e1-46fd-9d90-a44eb7d25409,a00d8daf-239f-49ab-92a6-d102f4fda33f,2025-04-23,debit,UPI/ZERODHA MUTUAL FUND,-239811,U4446220,322480388661,original_csv
9169bad6-db40-453b-a07f-4ff0973c3209,223a73e5-3355-4a3c-b2e7-df8cbc6e742f,2024-11-24,debit,CHG/Koshy PLC,-4652857,N5294829,,original_csv
9170ebd6-573d-40b7-b275-7c3136172a56,744f80db-d44f-4ce7-8f5b-b9b01219d4a1,2024-10-02,debit,RTGS/IXIGO,-2598929,R1478711,199515179071,original_csv
9172e459-d0ca-4e3c-b5af-aca88c3fa3ce,22d3b229-fdeb-4531-8988-1a8f710747bb,2024-08-17,credit,WDL/AIRTEL PAYMENTS BANK,39969232,T7529868,790847299085,original_csv
9173147b-1463-418e-8109-9c806c57b62b,702b7d5e-a263-488a-ad6f-400aacc45f55,2024-06-23,credit,ATM/Batra Group,1269814,U5714522,589543530480,original_csv
9176e1f0-9edb-4fa5-b49a-bbad3b0a3390,193cb1f1-08a6-4b3c-9b9b-488da220c17b,2025-08-14,debit,ATM/MORE SUPERMARKET,-3998870,T9404063,,original_csv
9178702e-ebcc-4678-898e-ee2074b921d5,a0886340-f793-406f-a94b-e2ae1eba2f2b,2024-10-04,debit,DEP/SHELL,-2506704,I9235680,771091762104,original_csv
9179dad0-cab9-470e-bfca-43bdecb16c98,9e9b3c76-9543-4118-af0e-280319b6e7cd,2025-12-12,credit,NEFT/PHONEPE,10344380,U7427620,884957610146,original_csv
917dbd56-b4db-45f2-91ca-431a40511219,55715ee0-332e-40c7-a917-391cd2703ad2,2024-09-29,debit,UPI/Ganesan-Hora,-4944360,,570700008112,original_csv
9180e78d-a4bb-4829-a03a-e918d4f65b22,39df5c0a-2aee-473e-a108-0256cfbde586,2026-01-29,debit,CHQ/DMART,-4333794,R6385420,200473996286,original_csv
9181016f-e68c-426b-960e-00a7ec566629,8e9df644-0aa6-4d41-a6c1-d1e39bffccf0,2024-07-22,credit,LOAN/HDFC MUTUAL FUND,11169689,S6455976,,original_csv
9184166b-e8ea-40d3-a5ba-fe13984b0a44,bedff3b7-51cd-4ea2-a16d-82257123ea55,2025-12-19,debit,POS/BARODA BNP PARIBAS,-4109668,N2007128,,original_csv
9186f8ac-fa0f-4fca-87fa-f414e28ed357,a0886340-f793-406f-a94b-e2ae1eba2f2b,2026-01-16,debit,RTGS/UNITED INDIA INSURANCE,-2549535,I2982098,924702616403,original_csv
918835e9-8f6e-4993-841f-8b5108f570d2,85af5367-a28d-4afa-922e-efeae4c5d370,2024-10-27,debit,RET/TATA AIA,-4794207,N1350575,119449788708,original_csv
91892cd6-c6ba-48f6-8d3e-5213c2bf0c0a,71ace3d7-0213-4392-aa90-a7340f45a5b3,2024-06-30,debit,POS/RAZORPAY,-86435,I7924615,737990358133,original_csv
91893bc5-5550-4a93-b9d0-618ca34cfe8b,eea6e1d2-cc76-407c-b7a0-844708cc3030,2025-12-04,credit,REV/HP GAS,3557603,S9417239,698998975881,original_csv
918f3a74-201f-4f38-8d9a-0d866d26f6a1,d2e19cc0-637f-4ccf-a3e5-6b2d47a1b452,2026-03-18,debit,CHQ/BHIM UPI,-720597,R4558507,,original_csv
9192a2f7-fdf8-4e3c-a72f-a4f43a86245c,35042072-84bc-4384-9e7f-301b0855432a,2025-03-28,credit,LOAN/SUNDARAM MUTUAL FUND,4459975,U1476276,,original_csv
9193ec62-8215-49f1-b32b-f6ff54c20bb3,249c2b66-cabc-4c3e-9517-6ad4402faa0e,2024-10-27,credit,UPI/PHONEPE,2547407,S4155343,,original_csv
91985af8-0f6a-4456-b5e8-7b92363a29fb,0e1eb75b-417d-43c6-b5a6-9ec1f0ce9874,2026-08-28,debit,DEP/AXIS BANK CREDIT CARD,-4213543,I2885798,887440874724,original_csv
919e498c-3b5b-4618-bb7f-8afd8e86643f,1750a513-4836-4476-85e2-fbaf8b7b914b,2026-08-24,credit,UPI/NEW INDIA ASSURANCE,3750062,R9851202,587225616620,original_csv
919e8f8a-78b4-44f4-b769-353fbcfda623,d5580b48-14e8-4666-93cd-09f596e87389,2024-10-04,credit,LOAN/BARODA BNP PARIBAS,28706038,T3231077,768513952301,original_csv
91a66d81-dd75-442a-bd1a-79c49f745213,b60d8b54-96ff-4cff-9b87-1df0f461ccdb,2024-11-05,debit,SAL/BHARAT GAS,-3771157,I9033893,475528871495,original_csv
91a83699-4ca5-484f-a22e-4e6fa5e0cba1,e5d18286-5349-4319-92ad-90bfddac4762,2024-08-12,credit,"RET/Rao, Balan and Shukla",1803511,N2281749,,original_csv
91b041ce-fce6-48d7-9354-78d24386fbd0,691d6675-3e10-4f66-9328-0ddeba891770,2026-01-26,credit,IMPS/SAMCO MUTUAL FUND,1878824,I6301297,979831056787,original_csv
91b07fde-27f6-44f2-9e5e-2de8d47107c2,428b740f-d721-4026-882b-d70c10825801,2025-03-16,debit,"UPI/Palla, Babu and Kumar",-8398439,N1429178,,original_csv
91c1804f-952d-4125-a200-9c333d0586d4,94995c9c-9aac-4a55-99af-52aa0cf649fa,2026-04-04,credit,NEFT/MAX LIFE,7334646,I8864845,512335059009,original_csv
91c67ab5-f147-45b0-a3b0-13118b8f7e0f,0624e339-4696-4ba8-a8f8-fcc78f016d55,2026-05-08,debit,NEFT/CLEARTRIP,-4440606,I4957003,242901054078,original_csv
91c77503-3073-4937-8ddb-834d81dd274d,b8de5b74-31b1-475b-8a8e-c5fa403afb35,2025-03-23,debit,REF/MORE SUPERMARKET,-944857,U9245787,,original_csv
91c9c838-ee56-4f4f-a566-59ded1d98415,9bcfb407-b326-405e-8012-f2ea7a1da780,2025-12-29,debit,UTIL/BAJAJ FINANCE LTD,-709151,S1893919,128932522279,original_csv
91cb5991-4df2-4cd9-ab62-3770d60e8742,11458d61-ddd7-4656-acad-0e1f2b45707e,2024-09-19,debit,CHQ/SUNDARAM MUTUAL FUND,-3159389,,795668659787,original_csv
91ccc6bd-5a0a-4f11-848d-2d3415f45d30,fe2415b4-6fba-4d39-a560-ddb4b4fa7761,2024-01-23,credit,UPI/FLIPKART,34388739,,264871944308,original_csv
91cdb50c-68b5-4f3e-ad3a-dcad6c1c7008,3c3433e0-fcab-4b74-b88b-57b783df5963,2026-04-16,debit,TFR/Sharaf Ltd,-37916,,,original_csv
91cf5cee-3333-4fb3-a8fc-5e15ef9a0387,89e76b78-e998-4047-9380-0cf71bcdba2a,2024-12-17,debit,ATM/SPENCER'S RETAIL,-3330367,I9143943,622191679764,original_csv
91d4251c-6622-437c-864b-19d3f49a9754,d5580b48-14e8-4666-93cd-09f596e87389,2026-02-10,debit,IMPS/ZOMATO,-628946,N4062257,677182247911,original_csv
91d449cd-b6d0-4417-a9c6-3d2cd151a480,07389c13-3832-4bc6-90e1-74598bf66e1a,2024-03-21,debit,SAL/OLA CABS,-39084701,I2210808,,original_csv
91d8428b-891b-4d7a-b05d-50253cf559a3,d4d68b09-6073-4987-a120-071f77972c58,2024-08-08,debit,UPI/IFFCO TOKIO,-2901431,U6818360,630126365297,original_csv
91dddbca-d124-4c8c-be51-3d5318a9369d,fd4672a8-88e7-44cb-845a-4786854b500a,2024-02-29,debit,DEP/OLA CABS,-4845055,R6753330,,original_csv
91e6ca74-64bb-416c-9d83-1594b18abe4d,f31abfef-b14f-42ea-b2d8-cc6c1c18678a,2024-01-04,debit,INT/Nagi-Yohannan,-46645647,I5660940,714864156154,original_csv
91e6ccdf-e3d0-4c60-8fa0-2beacfb3bc55,2440573f-8fed-449b-aeb7-8ff0ec743453,2026-05-24,credit,"LOAN/Pillai, Rana and Bhatia",1956382,U8960989,,original_csv
91ea123d-28d3-450b-8763-cafc0e7885cb,b2ba670b-5635-4e64-81b9-57a8a9872863,2024-12-11,credit,DEP/HDFC ERGO,4350617,R8457387,424093103514,original_csv
91ef3dba-6c6b-43f8-b9ac-3131cf61f24c,1daba1fe-78f4-4ee5-85de-7bc5eb2d3115,2024-12-02,credit,SAL/TATA POWER,23194762,N2781834,184931431948,original_csv
91f1c64e-4413-4361-a40a-9daf32980f9a,42dd1427-4d29-4cf7-8b88-1465f67e33a4,2024-11-21,credit,FT/Salvi Ltd,38784617,R1164590,574164433884,original_csv
91f2edcb-629d-4944-8992-627bade1c439,46caa127-6326-4d6b-a238-f039889896e1,2025-12-13,debit,CHQ/BARODA BNP PARIBAS,-1437177,T9732919,863431722490,original_csv
91f7c0cf-ae6b-4f1e-8cd8-297c6d45e6d3,35d568f9-5dc5-4d0a-8a17-e085f8b58a65,2025-04-07,debit,REV/KSEB,-632981,I3026853,993368044980,original_csv
91fb1162-6744-4ac1-aea3-f46c8e174dc3,f69bee47-bf14-4623-81c0-ad94e7788a10,2025-11-29,credit,IMPS/AIRTEL PAYMENTS BANK,47003711,U2404076,361688536402,original_csv
91fbbf40-38a9-4a5a-8a03-b281fccceb0b,f119712d-5a78-4e72-94c2-fc77590ecb09,2025-10-10,debit,UPI/ORIENTAL INSURANCE,-1371030,U2820199,,original_csv
91fd4cdd-0f5e-42c3-85cf-9cf9a04bbaca,78bdd512-8311-4919-80c8-83c02d99a8a8,2025-08-02,debit,REV/CASHFREE,-1304705,S5434726,,original_csv
92028614-7ae4-4177-85ff-d145d83b3d11,561d3328-f88f-47c3-b6cf-6d567ddfa23a,2026-02-04,debit,DEP/AMAZON INDIA,-3431278,N8693184,171186813870,original_csv
920a2503-ae38-49e6-ac20-68a85b8953cb,dc1ea5b7-0501-4f79-b16f-388c09e7730f,2024-08-30,debit,POS/PHONEPE WEALTH,-426582,U6644921,,original_csv
920b5b19-ac95-4b96-8c0d-79f0b22f52ab,54799c32-a6a8-40e3-ad19-bfffe0c2fc98,2025-12-13,debit,REF/AIRTEL PAYMENTS BANK,-292763244,U5184342,156733875496,original_csv
9211f55a-6a9b-4707-8af3-4aca3750cc12,8dbede8d-0a89-45a6-a64c-d9a91f4a0eb3,2024-03-11,debit,FT/DMART,-1862787,T6125637,,original_csv
921d3578-ba95-4a7e-8c7e-8a1ac64aeb9b,7dde1a6f-b7ef-466c-8b1d-9096d317321c,2024-02-25,debit,FT/FRANKLIN TEMPLETON,-3583812,N4193133,360335601761,original_csv
921e3cdd-02bf-4e60-af9b-ef10cb6daa4d,5b2b48f9-eb63-4ad2-8aa9-2f90211de717,2024-05-25,credit,RTGS/KOTAK MUTUAL FUND,1504312,I9065514,,original_csv
922abf00-e6ed-4de0-b9b9-399b058eb595,1087148a-97ed-4417-8f19-d0e4cd1ca471,2024-06-28,debit,IMPS/KSEB,-19440574,,512237420682,original_csv
922bed78-f8aa-4065-8972-7cd1706d8dcd,addb7d2d-e8a6-48a2-a87d-2ef10ed3043c,2025-03-30,credit,TFR/Bumb Group,1385634,N3686835,220588745293,original_csv
922cda80-767f-44e7-a47c-256db94036ad,2c9d9861-f895-4862-a267-afd41c0d7d94,2024-10-30,debit,INT/PAYTM MONEY MUTUAL FUND,-1149583,I6614480,515965512200,original_csv
922f6777-4d96-4a87-84d7-d0b0ea917ed3,e69e3e06-3ff9-43a0-836f-b9c88b70df3a,2025-01-01,debit,UPI/HDFC ERGO,-7918059,S4667780,381468686632,original_csv
923573bd-d961-4fb1-a934-8b95e7779880,22cfa8f3-ca74-451c-9818-9998fca10cc6,2025-09-13,credit,REF/MORE SUPERMARKET,252328,U1780917,604572155966,original_csv
9236322b-26a7-437b-95c7-513df098e266,8dbede8d-0a89-45a6-a64c-d9a91f4a0eb3,2025-04-09,credit,IMPS/ZERODHA MUTUAL FUND,4591448,R2001954,,original_csv
92378753-bb23-44ef-83f1-9f1805d2ad7c,3c59dcd3-21ff-48c4-a1ed-e40aec2ad9cd,2025-12-30,credit,EMI/L&T MUTUAL FUND,975682,N5712027,181041221613,original_csv
9237eda4-0d6e-409e-afa5-e97e5998b8da,9a446685-cebb-4ce9-a591-ccca58b4e87d,2024-07-02,debit,TFR/NATIONAL INSURANCE,-3550569,N7117409,276583926404,original_csv
923dba42-121f-4a80-85be-0b43ac8270c1,a22110c4-8fd5-419c-be1b-c119c12266f1,2024-11-05,credit,UPI/Bora-Pal,4201142,R5845521,322953937807,original_csv
9240d3d3-a487-4a8d-b75f-97c2d2fb9f35,e044f68e-cc13-455d-aa92-bf70b026b3af,2026-06-03,debit,ATM/GOIBIBO,-3451911,S5785778,,original_csv
92426869-4f99-42ff-8efd-39f880a38bb5,addb7d2d-e8a6-48a2-a87d-2ef10ed3043c,2025-11-27,debit,RET/TATA AIG,-3677508,N2726753,464511456691,original_csv
9243a288-fa42-4c57-9cd9-34e23991b672,90283227-38c1-4212-a1bf-891a41fda1b8,2024-08-04,credit,NEFT/ZOMATO,283044318,I7757751,,original_csv
9244e3f5-24f2-44a3-85f6-39933c925e34,9b43cf17-03c1-4c26-96be-fecbaa734f80,2025-11-19,credit,REV/BSNL,3632617,I4752338,,original_csv
92468012-53d3-477c-9167-81331718983a,29cbd8f6-ef34-4eee-b7ff-23dad983c563,2024-09-18,debit,EMI/RELIANCE FRESH,-3284902,U9278682,331438368132,original_csv
9246a34d-9ba0-4e02-9050-aa9f1b7bc4f7,484f8426-6872-480d-93ab-8897d02046ab,2025-02-14,credit,WDL/AMAZON INDIA,13182319,N5467644,716491233088,original_csv
924d64cf-efef-40d8-ae17-2aaf25a83911,4b112e30-9c41-4734-8d57-c15624d8784a,2024-05-05,credit,IMPS/BSNL,4434620,S7024353,,original_csv
9255d2a5-44ff-4bb7-80d2-b0486333b230,59e5966d-aefe-4799-9a9a-5e967867d132,2025-09-17,debit,CHG/BHIM UPI,-2525178,I1849084,693259016053,original_csv
92580b60-e0e8-4c78-82b7-0a56a3fcacaa,a3788c5f-0d0b-4f0d-988b-029a2684743c,2024-04-13,credit,TFR/HDFC MUTUAL FUND,21121334,T1383597,,original_csv
925c90bb-1386-44fe-be2b-ed166db2b65c,80083014-df30-4687-820e-ad759f7fee2f,2024-11-28,debit,EMI/Saxena-Das,-363001668,N5064718,644332217461,original_csv
925eb8d3-1564-43ce-bd0b-89ac442df15d,ae28ca07-7c66-4687-a328-9475e3fdc51a,2024-08-17,debit,REF/RELIANCE FRESH,-2777842,U4642063,144813109099,original_csv
9261a838-bd1e-4baf-b275-bacac5e2834d,bedff3b7-51cd-4ea2-a16d-82257123ea55,2024-08-06,credit,REF/BARODA BNP PARIBAS,3769786,U4953513,716111878418,original_csv
9262a9b3-f731-4301-b149-a6e0230dfbb5,06fc163f-3da1-46e1-9f94-9a3ecc101288,2025-01-29,credit,RET/BIGBASKET,12799558,R7259093,614116905872,original_csv
926435bf-526a-429b-957b-2d200ebca2aa,bb028cc4-0d56-4169-8e07-12d3f2ae45f4,2024-01-06,credit,REV/IRCTC,49210995,N9245856,328357307101,original_csv
9270660e-65d4-41ea-a3bc-ba4d9deed480,d2fb0e08-d0ba-403a-a31d-d9d5e501f177,2024-08-24,debit,REF/Chand Inc,-1075815,N4298058,,original_csv
927068bd-6425-415f-be05-a3d0b2e447a4,c5bb820a-a3df-46aa-ba10-58870e86e2dc,2026-08-11,debit,RET/BHARAT GAS,-1985419,S6065895,999006677372,original_csv
92739a26-6943-4863-8420-ac83617ba8d1,05937dc7-bfa6-4188-a0c1-2ee7b502c51c,2024-12-04,debit,EMI/Issac-Dugal,-1520082,T9237804,398081653821,original_csv
9275be62-a43b-4d9c-b69b-c38615719430,8f269d53-f39e-441d-9528-52eb55728d19,2024-12-21,debit,TFR/CCAVENUE,-2301195,N8106868,481576108205,original_csv
92770758-999c-4c41-a7a9-fdade5cdc5cb,5b8aee27-2795-44bd-a142-6145d11609cf,2024-07-28,credit,UPI/Ram-Behl,2339933,R5924308,279369196322,original_csv
9277e721-ba8a-48e5-9a99-b33d5e7b544d,2b0fb783-356f-404c-a978-2c10dcd5354b,2026-08-16,debit,FT/NEW INDIA ASSURANCE,-2011304,T5099381,207521691553,original_csv
927bb352-885f-40ec-9a5b-8a5651f68cd6,9a446685-cebb-4ce9-a591-ccca58b4e87d,2025-07-07,debit,FT/Dixit LLC,-2272056,N7508198,293931916854,original_csv
927c4fa5-df9a-4a03-b662-fd75be9e5009,9e0c15f7-6e1e-468c-aedb-37fcce6194ab,2025-09-14,debit,CHQ/HDFC LIFE,-2104177,R7149218,396700281853,original_csv
927d7726-0877-4aac-8031-efc97dbb9fdb,71c7271c-6e00-4871-b6e5-3bbd81358077,2025-09-21,credit,CHQ/PHONEPE WEALTH,49780924,R5378921,832690559872,original_csv
927efac1-3810-4681-bcde-ee52d285375d,3eeb1c92-ab1f-4d9d-ad7a-ba11a1f59e2c,2025-04-27,debit,REF/Apte-Chander,-4046177,I5743900,,original_csv
927faad9-cab6-433b-ad9a-a3c06231b5dd,53c3d56d-ef99-4f8e-af02-1ae3b6fea549,2024-12-24,debit,WDL/Tandon and Sons,-4314268,R3487094,,original_csv
9285b3ec-9362-4c08-aa8b-28074665ee05,54788cb8-7534-4522-bffb-80de778bf02e,2025-09-02,credit,SAL/PAYTM MONEY MUTUAL FUND,2324473,,823551797066,original_csv
928873e5-b28b-4d38-8ff8-edd86945eab2,4a24340a-184b-4816-a832-1fe4fa978d6c,2025-06-02,debit,REV/PHONEPE,-39706864,U2820202,175771747147,original_csv
928b7f41-d46f-4b43-b0f7-dc65a88d6673,9bd86acd-7015-4c50-b126-abcb62cf8326,2026-07-09,credit,RTGS/SUNDARAM MUTUAL FUND,124967,U4039443,250709011589,original_csv
9296d7a0-870a-4290-a127-ad001af986f8,f7e1950e-6c5b-478a-8dc1-21339e3d273a,2026-05-14,debit,REV/LIC OF INDIA,-22813271,R4853832,856840510254,original_csv
929ac918-106a-479d-8a7a-236280de0573,016d231d-2a78-4c5b-a582-076a904cf2f7,2026-04-04,debit,UTIL/MAX LIFE,-225777,R2569435,438410054538,original_csv
929d47fa-f9a0-4597-8476-47ecb9baa998,744f80db-d44f-4ce7-8f5b-b9b01219d4a1,2025-01-25,debit,NEFT/ICICI MUTUAL FUND,-1655712,U5791695,427875010385,original_csv
929d49c6-7693-4928-a662-d30242b512fb,69a91c43-f268-4500-aec9-86c907f102bd,2025-11-30,debit,INT/Mall Group,-3403680,,374743601592,original_csv
92a1a926-8129-4246-8d40-b68bf995ae19,284d6b0e-0b70-4ebc-a7d3-a44bb9da1f79,2026-02-16,debit,ATM/HDFC LIFE,-25091354,N6362232,,original_csv
92a1d444-76b6-47ef-84bc-c900ac71d530,fb9127cb-2f7a-4774-a4ab-da51126616de,2026-02-01,credit,RET/RAZORPAY,2428881,I3643426,,original_csv
92a68995-dd68-40f5-9b5c-893fecf3e7a7,bb028cc4-0d56-4169-8e07-12d3f2ae45f4,2025-09-12,debit,LOAN/Subramanian-Vora,-1794015,I9497906,504824470467,original_csv
92a6e1c7-e40c-4136-b98f-a2dde4a6f1a9,823c170a-be92-4402-8b62-41bb5630f9df,2024-08-15,credit,RET/TATA POWER,29502542,T5772579,317715906796,original_csv
92a7b39e-9b9d-400c-8cd8-664c35cb4901,804b8693-59a8-4c4e-abba-42b156ed0106,2024-01-05,credit,IMPS/ROYAL SUNDARAM,1611068,I2893362,404067046118,original_csv
92a8bfcb-10e3-4afe-bdfb-951c9df4a461,9a469173-d71e-4b66-add8-2dd31b3efb83,2026-07-05,credit,DEP/FLIPKART,134445847,N5928435,,original_csv
92ab8c1d-369a-43d2-abbb-7f2853aae1b0,63bb39b3-38b9-4fb2-8f96-06b498bb0674,2026-07-28,debit,UTIL/RELIANCE FRESH,-604616,R8283125,731524472899,original_csv
92b14773-908f-41fa-9d42-61406124f054,b0326d3d-ed36-4bf2-9c66-18a58738e298,2025-09-08,credit,LOAN/ADITYA BIRLA SUN LIFE,2396761,R7144031,228753421839,original_csv
92b273b4-a733-41e3-889e-f8b268b9662a,633a5753-203a-41b2-8204-3253a159db2c,2024-01-09,debit,IMPS/Ratti-Vasa,-4100957,R2841393,,original_csv
92b2a602-4f83-4baa-a6a0-22d8e5938c27,83b6eba9-0d63-4024-be74-a5c8ac353b8b,2024-12-25,debit,REF/FRANKLIN TEMPLETON,-2416535,T4861543,388491461191,original_csv
92c42432-822b-48d3-b61c-681d6ede93f2,cba311c1-d27f-469b-ba57-a013edf1f827,2024-12-25,debit,TFR/HDFC ERGO,-612180,T5369205,,original_csv
92c5187d-e096-4b16-a3fa-2ca95e747019,1750a513-4836-4476-85e2-fbaf8b7b914b,2024-09-25,debit,NEFT/AXIS MUTUAL FUND,-3349349,N3575010,306132468563,original_csv
92c58eb6-96ca-4d68-baff-fdb0d3e71e38,4a24340a-184b-4816-a832-1fe4fa978d6c,2026-03-28,debit,TFR/IRCTC,-1538051,N1145529,220427970587,original_csv
92c9cc80-43c1-4d62-9278-ac452fadb0f6,62a459c9-0767-455d-b996-8ef6cd4b80eb,2024-10-14,debit,INT/HDFC MUTUAL FUND,-1631113,N1078227,835191935291,original_csv
92d1aa53-1ec2-41cb-81b5-43e6d19e359b,a5afafbe-8cc9-433f-89c6-e785250ac7fc,2026-05-30,credit,LOAN/TATA POWER,239433,N1910053,147291381581,original_csv
92d287c3-e536-4d8e-9990-8a4052cc361c,f5a61257-35b2-452a-b5e8-366b725fd6ed,2026-04-19,debit,UPI/UTI MUTUAL FUND,-1966279,S2803796,,original_csv
92d2f9b2-7117-4820-ab0d-8a5c2b3b8207,2a7eaf35-81b4-4d92-81c8-e97bcc39fb1a,2024-10-01,credit,REV/ORIENTAL INSURANCE,412829473,S8599058,235450729180,original_csv
92d7a529-0c25-4af0-a268-91face1782c6,f119712d-5a78-4e72-94c2-fc77590ecb09,2026-02-26,debit,IMPS/TATA POWER,-28528623,I5703391,623670173423,original_csv
92db2978-9305-4c3c-af9b-704bddad5680,62b2d744-6eef-4920-8753-1ea71d020e27,2024-09-19,debit,LOAN/ZERODHA MUTUAL FUND,-1861773,R6235926,805022633213,original_csv
92dd44a2-f962-48ab-bd4f-6ccdbed00b57,01ca12ca-0975-41d3-b7be-65a28fb4a468,2024-09-07,debit,"INT/Madan, Krish and Tara",-32347192,R1532610,826976964586,original_csv
92e3e114-d8ae-40c6-b2f9-e5a098750f37,8d56eb92-e54b-488a-95ce-19940e0ae0d0,2024-08-25,debit,INT/TATA MUTUAL FUND,-806419,I5369537,,original_csv
92e4b399-16f0-4699-8e55-a8237cb04a38,885ed7d4-83e5-46d5-9e4c-aaeeff02d15f,2025-08-05,debit,RTGS/Basu Ltd,-2945751,N6968162,282385271401,original_csv
92e73617-8837-44aa-8d5b-3b786d457e7a,1089dadc-918f-44d3-9225-13a7e6fb41f7,2025-08-16,debit,NEFT/ZOMATO,-4552252,U1604886,529897276863,original_csv
92ed3d3c-9d8c-40aa-ae44-09e12a6e633f,2994f949-4ed5-4a33-924f-4f25c2c30d98,2025-05-20,debit,RET/ICICI BANK CREDIT CARD,-45285361,N7081924,,original_csv
92f129eb-e2a0-4485-809b-040d2b9e4fad,2400d15c-7a3d-4ada-84b3-2fca14a38772,2025-02-14,credit,SAL/BSNL,776624,T8381636,480508476401,original_csv
92f3b0d8-9afb-4b92-a2ca-0fbc7b093f01,db47513c-c872-4587-99cc-54b4aa9b05bb,2024-07-04,credit,FT/IXIGO,19579002,S4271212,809629445594,original_csv
92fa1812-e656-4043-9419-098f8ae1314c,1f709a8d-df24-443c-aa1e-7dcd17464b75,2025-09-26,debit,EMI/TATA AIA,-2104383,N4189514,958117885768,original_csv
9308f0ec-68c4-46b4-a234-417bc98f1c6d,a6d06594-2aec-4dbb-8d25-a980a46a40b3,2024-04-12,debit,DEP/SWIGGY,-21761120,T8013717,826713792946,original_csv
9309734a-cd6a-4c7c-a1c6-2c95a2f9e987,898ab554-a2c8-4679-9e7c-ca6aad41e1d1,2025-07-25,credit,SAL/SELECTION ELECTRONICS,2095873,R2673674,956978658845,original_csv
9311d234-ca46-46fe-8749-47ad3757f7d7,ac8643ec-c22d-4f5a-9f09-3389f189d974,2026-04-06,debit,POS/Seshadri PLC,-2470888,N1766932,,original_csv
931357c7-f39a-46c8-8cd9-058da84d56d4,744f80db-d44f-4ce7-8f5b-b9b01219d4a1,2024-12-05,debit,RTGS/BARODA BNP PARIBAS,-627307,,,original_csv
9315eecb-790b-43b8-93a3-8896789389f8,a7fca901-10fa-4890-999f-4021f1281941,2025-04-16,credit,EMI/Kakar PLC,2631473,S1254461,519087725527,original_csv
93178a76-b377-42f2-816e-42a278e10253,a78dc517-d987-41f8-98a9-6d8bbfc362ed,2024-06-30,credit,IMPS/RAZORPAY,33145562,R3022965,149148286912,original_csv
93187138-506f-4907-821c-75590e68523e,d2fb71b7-ea2c-4328-bc33-83238b904444,2024-05-10,credit,NEFT/CHOLAMANDALAM MS,3557984,T2178137,290650619076,original_csv
9324c0af-6272-4708-b95e-8dca3553921d,e0cbca88-1cfa-4a99-8761-bc9a58b106b5,2024-02-18,debit,NEFT/CHOLAMANDALAM MS,-2285299,N3801741,,original_csv
9327c81f-bef7-49e1-b894-299e544b0c72,61c00eed-a3bf-4071-b416-f6549d3052e6,2025-05-22,debit,IMPS/SAMCO MUTUAL FUND,-3048623,R3425907,827506425069,original_csv
932cb460-21f8-4c7c-bf36-6a9c06499239,823c170a-be92-4402-8b62-41bb5630f9df,2025-04-09,debit,IMPS/OLA CABS,-12057175,R7388443,,original_csv
9331fe12-e4b1-4adc-87ff-a87364f0e278,1089dadc-918f-44d3-9225-13a7e6fb41f7,2025-09-06,credit,INT/AIRTEL PAYMENTS BANK,1164186,R1783038,577137597307,original_csv
9332ad5e-d4ae-4053-bdab-2fb247e7f2f5,ae081bb5-b6e2-4737-92f9-daa32a815bcd,2024-06-04,credit,DEP/SELECTION ELECTRONICS,34898708,S5919050,,original_csv
9334cd09-da6a-4ac0-944d-ce94d300a567,0f4f87bd-d40f-4a90-b401-8ee33f92d698,2026-07-26,debit,TFR/OLA CABS,-2249699,T7150657,980162514500,original_csv
9334d9fa-8c09-48db-ac6b-3213217df843,46ab9e48-0bf2-4505-bb78-a8b6ed13ab8d,2026-08-11,credit,REF/QUANT MUTUAL FUND,42148341,N3196562,746867660086,original_csv
933c2271-daca-405d-992e-28a46a471eb0,54a42c83-b437-411c-beb2-fb6c2f351ea9,2024-12-31,credit,FT/AMAZON INDIA,352295,N3943063,906496224195,original_csv
933dea2d-4458-4f73-b72d-e2966d24ecd6,f596673a-a1df-42a7-bbe4-5e37ea77667f,2025-11-15,credit,NEFT/KOTAK MUTUAL FUND,3717123,I9811360,,original_csv
93402eb0-6dd3-42d0-8b07-ea871931f3b0,89b3b805-507e-4432-92a8-8ff9bcc64c3b,2024-10-17,credit,"UPI/Nair, Setty and Parsa",49047371,U9750754,115742077454,original_csv
9340986c-aaaf-42fb-a350-d5198d998ba6,f638c13e-004a-4191-8f51-44eabd8f5cbf,2025-07-04,credit,INT/ADANI ELECTRICITY,2636112,R6270923,,original_csv
93424c06-f20d-43b9-987d-29fd23577f3a,4a24340a-184b-4816-a832-1fe4fa978d6c,2026-01-17,debit,CHQ/Gera PLC,-4095061,R6818771,677586375797,original_csv
9348ae6c-bfa7-4d4c-9469-70367795d1e1,cda9151f-fa55-4ef1-870c-19ee93991e78,2024-04-18,debit,FT/ICICI MUTUAL FUND,-3768322,T9033455,527591294944,original_csv
