allocation_id,invoice_id,payout_id,amount_minor,allocation_date
dd82b17e-8a37-5b70-b201-97b953387e20,INV-LEGACY-0367,PAY-LEGACY-0367,3030472,2026-02-25
dd9367c7-28f4-5090-9a73-772b4450e1e2,INV-LEGACY-0276,PAY-LEGACY-0276,3494503,2025-01-11
dda5aea2-29c9-5d25-b322-6666b4bde06f,INV-LEGACY-0093,PAY-LEGACY-0093,1159608,2024-11-21
ddbbb69b-395a-501e-aba9-75f7a7a87ea8,INV-LEGACY-0336,PAY-LEGACY-0336,18542800,2025-05-30
ddf6fc9e-c60f-5412-9b05-72595cc5dc29,INV-LEGACY-0045,PAY-LEGACY-0045,4176687,2024-09-02
de5be12b-4586-5529-b67c-8e4b859f0844,INV-LEGACY-0327,PAY-LEGACY-0327,3517740,2026-04-09
df726587-b35d-52a0-a5fc-848c9b3d4b2c,INV-LEGACY-0394,PAY-LEGACY-0394,40329392,2024-03-27
dfe9b0fb-26f8-5997-b5f7-ebad5bb1e08e,INV-LEGACY-0228,PAY-LEGACY-0228,3723979,2024-05-01
e0a5d804-1814-5d94-8f9a-cf878329a173,INV-LEGACY-0183,PAY-LEGACY-0183,2247856,2026-02-08
e0ac080f-26da-514e-af57-a22ad43f3ca5,INV-LEGACY-0408,PAY-LEGACY-0408,2273004,2024-05-06
e0ba8a77-4ff9-5c30-b946-c120c6b33c26,INV-LEGACY-0057,PAY-LEGACY-0057,35254899,2025-11-20
e1d0dc62-127e-57db-a3f6-bcdff1daf3b4,INV-LEGACY-0375,PAY-LEGACY-0375,4497562,2026-07-08
e1df1a82-03e4-5437-98ae-732c664b0315,INV-LEGACY-0143,PAY-LEGACY-0143,4878200,2025-02-22
e2acc293-b783-5c0c-b5d4-65e162035374,INV-REFUND,PAY-REFUND,200000,2026-08-15
e2c34cbc-b5b3-58c2-ba82-2c01232fde74,INV-LEGACY-0136,PAY-LEGACY-0136,14179593,2024-12-24
e3f9202a-f6f8-520c-946e-71fa92ba4a59,INV-LEGACY-0494,PAY-LEGACY-0494,5671678,2025-10-18
e48aeb6c-2b24-52bb-a2f6-2b518663c82f,INV-LEGACY-0074,PAY-LEGACY-0074,4663427,2026-04-23
e48b669d-decd-55cf-9001-01dea3879c94,INV-LEGACY-0433,PAY-LEGACY-0433,28599743,2026-06-07
e48d8d9c-2f51-5bab-9708-f438a2264ae4,INV-LEGACY-0189,PAY-LEGACY-0189,2455010,2026-02-25
e4a68c77-3961-53e1-9a9c-b1d8233fc42f,INV-LEGACY-0098,PAY-LEGACY-0098,478971,2024-08-17
e4fe28ce-f8f2-5404-8daf-dd368d950008,INV-LEGACY-0460,PAY-LEGACY-0460,3943398,2025-07-22
e52c870b-7aa8-5e67-9b00-ff282d9e021e,INV-LEGACY-0152,PAY-LEGACY-0152,3626525,2026-05-25
e53a0520-cf51-5656-9f28-5b3c08ad3c5d,INV-LEGACY-0177,PAY-LEGACY-0177,2028505,2024-01-28
e5995691-6e6a-57c5-af52-9499dacdc831,INV-LEGACY-0350,PAY-LEGACY-0350,637551,2026-06-23
e5c8ca95-d860-57ac-803c-1ef69ae20270,INV-LEGACY-0056,PAY-LEGACY-0056,2050147,2025-11-07
e6cf4fff-a1a1-557a-85bc-436d921dd11e,INV-LEGACY-0438,PAY-LEGACY-0438,42751241,2025-09-18
e6e5afa4-5975-5e45-a420-3cb9739402a2,INV-LEGACY-0096,PAY-LEGACY-0096,4963302,2026-01-13
e81e0e45-1a28-5a41-8e57-ca2a2a318ee7,INV-LEGACY-0115,PAY-LEGACY-0115,4463413,2026-08-04
e8288e00-8714-5c29-9ca1-ee81d1477a2a,INV-LEGACY-0031,PAY-LEGACY-0031,2106327,2024-01-23
e8b74ec3-c8b7-5722-9e0a-0475e8d94078,INV-LEGACY-0280,PAY-LEGACY-0280,1459655,2025-04-08
e90f3979-660f-51e1-93ca-3272f66689e2,INV-LEGACY-0051,PAY-LEGACY-0051,7165231,2025-09-11
ea4f4c03-11df-51aa-aa15-d6b32b2858f0,INV-LEGACY-0477,PAY-LEGACY-0477,195371,2025-06-27
ea5f484b-af80-5da2-a240-b815b3a0b24f,INV-LEGACY-0039,PAY-LEGACY-0039,1966502,2024-04-24
ea5feaa2-0115-5049-8530-6736ec16dc0f,INV-LEGACY-0291,PAY-LEGACY-0291,16409519,2025-11-03
eaca6e5a-cc70-5a3b-ba56-c682bb07ca16,INV-LEGACY-0065,PAY-LEGACY-0065,2462391,2024-09-09
ebed3f97-6ccc-571f-977b-caf10832acbf,INV-LEGACY-0432,PAY-LEGACY-0432,711299,2024-07-20
ecd0a564-cfa3-5ad4-aaf8-dafcb07578fe,INV-LEGACY-0187,PAY-LEGACY-0187,3209686,2025-02-26
ed031631-cba1-584f-9af4-5a0e7e38fa79,INV-LEGACY-0378,PAY-LEGACY-0378,1431859,2026-03-07
ed628851-21b6-59f0-b448-9f395513e057,INV-LEGACY-0300,PAY-LEGACY-0300,3650955,2025-02-21
eda254d8-16a1-5168-b51c-cdd4c4d18cbb,INV-LEGACY-0083,PAY-LEGACY-0083,39919018,2026-04-14
edb9506d-8f4b-5df8-9134-c2689038811d,INV-LEGACY-0006,PAY-LEGACY-0006,3935626,2026-05-16
edc50947-81ce-5d6b-a888-e1286b3b6990,INV-LEGACY-0258,PAY-LEGACY-0258,2211621,2025-12-10
edf47466-acdd-5e3a-af6c-ab68fc943e7e,INV-LEGACY-0091,PAY-LEGACY-0091,26340847,2024-04-21
ee4e57bf-749c-5405-977d-03873634d04d,INV-LEGACY-0049,PAY-LEGACY-0049,2985166,2024-02-24
ee807c86-47d9-5e52-84e3-b8b7dd71619d,INV-LEGACY-0026,PAY-LEGACY-0026,4655459,2024-07-07
eebd8fc1-5972-5210-bcd2-5c671fe557a9,INV-LEGACY-0397,PAY-LEGACY-0397,3290053,2026-07-25
eec58980-6ad5-5081-9276-d710f04751d4,INV-LEGACY-0390,PAY-LEGACY-0390,2086493,2025-02-03
efab219b-7c21-50d2-b99e-69334ce302cc,INV-LEGACY-0148,PAY-LEGACY-0148,518510,2025-01-18
f03c506b-2b69-5b95-b95c-a9a3a0b56887,INV-LEGACY-0422,PAY-LEGACY-0422,35165195,2025-02-20
f04cad0e-7734-54a2-bac9-b824e30c988c,INV-LEGACY-0022,PAY-LEGACY-0022,4222435,2025-02-03
f0676b9f-3e63-50a5-950c-0f689a1454d8,INV-LEGACY-0134,PAY-LEGACY-0134,2358062,2025-11-02
f10e40a7-34f2-5783-af15-a42e01b7c34e,INV-LEGACY-0052,PAY-LEGACY-0052,75735,2025-03-21
f1c2fe00-7717-5b99-a00b-620b9ab4ae65,INV-LEGACY-0377,PAY-LEGACY-0377,1082144,2026-01-23
f2436b06-e62e-5eff-8a42-8c5efac11e8b,INV-LEGACY-0145,PAY-LEGACY-0145,2041848,2026-03-26
f2a6f764-e3e9-51cc-8d87-42e833551268,INV-LEGACY-0050,PAY-LEGACY-0050,2318825,2024-12-18
f2c1032e-9b33-5caa-b8fd-f6d704b58ff0,INV-LEGACY-0243,PAY-LEGACY-0243,49533574,2026-06-11
f2c8f8de-59b5-5dba-b86f-ac374773b426,INV-LEGACY-0222,PAY-LEGACY-0222,4135744,2026-05-23
f35ab180-9bd6-5e6d-ad49-4bc2e048fe65,INV-LEGACY-0285,PAY-LEGACY-0285,4845055,2024-02-29
f3a3b533-98e3-5635-ac49-f7e97294b5ad,INV-LEGACY-0423,PAY-LEGACY-0423,25812434,2026-01-21
f427d35c-7156-5a3c-8124-b7f8c6e9c2a0,INV-LEGACY-0318,PAY-LEGACY-0318,1481273,2025-08-13
f4b8b8f4-b84d-5794-8e5b-fcec78c7f214,INV-LEGACY-0271,PAY-LEGACY-0271,44986668,2025-11-30
f4c5f919-fa31-5d17-8072-447b795f046b,INV-LEGACY-0260,PAY-LEGACY-0260,2013037,2025-10-18
f5582044-af41-5581-b048-f4d656443b71,INV-LEGACY-0033,PAY-LEGACY-0033,1828005,2026-02-07
f5837708-c1b2-5799-87b3-628c1365aa66,INV-LEGACY-0061,PAY-LEGACY-0061,602562,2024-05-02
f5c0e5db-0c1f-5794-b8d9-d3b65077624d,INV-LEGACY-0295,PAY-LEGACY-0295,1025732,2026-02-09
f5efb87b-fd74-56ea-9fd1-3fe9a25fa82a,INV-LEGACY-0351,PAY-LEGACY-0351,3950395,2025-12-13
f63b378a-7bf4-52ca-a09b-5f8c9befbb68,INV-LEGACY-0149,PAY-LEGACY-0149,403544,2026-08-23
f6afd040-9465-5129-8834-1ed3b98b6169,INV-LEGACY-0442,PAY-LEGACY-0442,3498059,2024-06-05
f6c572a6-e8aa-5be0-b51c-97c223eb142b,INV-LEGACY-0281,PAY-LEGACY-0281,2055829,2024-10-26
f796212f-958d-5cb7-a4fe-fbaf776f91a3,INV-LEGACY-0110,PAY-LEGACY-0110,468064,2025-07-18
f7cfab56-3a6b-563e-ae59-f7815ba06c9e,INV-LEGACY-0017,PAY-LEGACY-0017,3357623,2025-08-21
f858b05a-c4b2-5c53-8a74-ea1a24fc156b,INV-LEGACY-0421,PAY-LEGACY-0421,2188445,2026-01-20
f8929d42-b959-5814-a1aa-a863300bc878,INV-LEGACY-0431,PAY-LEGACY-0431,707342,2024-04-23
f8f6d220-d197-507c-ad12-a68d1f2a57b4,INV-LEGACY-0230,PAY-LEGACY-0230,1267093,2025-08-30
f919c333-b254-5e2b-a5c8-740832c37197,INV-LEGACY-0184,PAY-LEGACY-0184,42988513,2026-01-11
f935d351-98ae-517a-8a8e-5ced7aae82ab,INV-LEGACY-0437,PAY-LEGACY-0437,41210657,2024-10-14
f9dcb978-1fdf-5827-b121-fe2e628dbd43,INV-LEGACY-0315,PAY-LEGACY-0315,40423804,2026-08-29
fb478cc1-37e1-50bb-9108-21148f414cf1,INV-LEGACY-0259,PAY-LEGACY-0259,1159214,2024-02-29
fc3b632e-6e2a-5863-9eae-6dc10a630f5c,INV-LEGACY-0396,PAY-LEGACY-0396,19261225,2026-04-10
fc98f848-fb3f-5efa-917c-573615c90452,INV-TIMING,PAY-TIMING,88000,2026-09-01
fd8ce49d-7407-5bf7-8a0d-cb93c8286be5,INV-LEGACY-0242,PAY-LEGACY-0242,38527084,2025-03-28
fe0cba85-38a6-5939-b8af-f7734f85443b,INV-LEGACY-0016,PAY-LEGACY-0016,922768,2026-02-05
febd90e7-3f9b-542d-a0b0-d5652a67de5d,INV-LEGACY-0349,PAY-LEGACY-0349,315371489,2026-08-16
fed0bd8d-83ef-5dfa-be25-8716827d1524,INV-LEGACY-0036,PAY-LEGACY-0036,42736831,2026-04-22
ff955d46-20a9-52ca-960f-8458ce96a323,INV-LEGACY-0215,PAY-LEGACY-0215,4786502,2026-03-18
ffbb770e-5b57-5789-8d30-753814097541,INV-LEGACY-0069,PAY-LEGACY-0069,48771224,2025-02-18
ffc4740d-3a78-553b-8dd7-8bd99640e9fe,INV-LEGACY-0042,PAY-LEGACY-0042,1311827,2025-02-20
