payout_id,invoice_id,vendor_id,account_id,requested_date,settled_date,amount_minor,status,provenance
PAY-LEGACY-0225,INV-LEGACY-0225,291a230d-b959-548a-bb4e-48ef410ee686,b43bfecc-6a5d-46c6-9426-fa8332011322,2024-03-02,2024-03-02,3526571,succeeded,synthetic_extension_v1
PAY-LEGACY-0226,INV-LEGACY-0226,6d348207-0285-5c60-9b77-05138f349590,ae4c9c76-2f0e-452d-89fc-378ae2540186,2024-02-26,2024-02-26,929648,succeeded,synthetic_extension_v1
PAY-LEGACY-0227,INV-LEGACY-0227,8664527d-2eb4-5702-94ce-b3f9ab3b34e7,f6efad84-9ae2-41d1-bbdf-68ffeaae9bb0,2026-03-05,2026-03-05,2383119,succeeded,synthetic_extension_v1
PAY-LEGACY-0228,INV-LEGACY-0228,8664527d-2eb4-5702-94ce-b3f9ab3b34e7,d03d7bcd-cb5b-449b-9731-484898a6bf3b,2024-05-01,2024-05-01,3723979,succeeded,synthetic_extension_v1
PAY-LEGACY-0229,INV-LEGACY-0229,33460873-b38d-5c4e-b1bb-75ac8bbd4e7b,669c76aa-c991-4a94-a01b-0fe42985b440,2026-04-14,2026-04-14,47298631,succeeded,synthetic_extension_v1
PAY-LEGACY-0230,INV-LEGACY-0230,f037e82c-74e9-5a3c-aaa3-daa26856de67,5c94ab92-244f-4521-a2c1-2d56a987e2ce,2025-08-30,2025-08-30,1267093,succeeded,synthetic_extension_v1
PAY-LEGACY-0231,INV-LEGACY-0231,b27be532-f849-53e0-b298-6c23a1f29e92,f19f2bea-d411-4a51-a885-e80d6fbc8655,2025-04-16,2025-04-16,1560382,succeeded,synthetic_extension_v1
PAY-LEGACY-0232,INV-LEGACY-0232,a0cf0f9f-64ca-5726-876b-4361d6b3ae3c,c50bfd5b-7383-4702-92d6-f81cbdbd8a12,2024-08-28,2024-08-28,1071303,succeeded,synthetic_extension_v1
PAY-LEGACY-0233,INV-LEGACY-0233,e5a1e07d-c752-52b1-94e2-78347b85647b,8d924d79-9f45-4f08-98e3-51dbdf50de0e,2025-09-23,2025-09-23,2001972,succeeded,synthetic_extension_v1
PAY-LEGACY-0234,INV-LEGACY-0234,6b91b68f-afd1-5fa9-b57d-2087186b70e8,a78dc517-d987-41f8-98a9-6d8bbfc362ed,2026-04-30,2026-04-30,365022,succeeded,synthetic_extension_v1
PAY-LEGACY-0235,INV-LEGACY-0235,7ba9ed9a-c8e1-5579-a537-9012bfdc80de,da8697b8-d1da-4dda-8aa2-e96894c6da46,2024-11-11,2024-11-11,33877227,succeeded,synthetic_extension_v1
PAY-LEGACY-0236,INV-LEGACY-0236,6db5f047-b1cb-55f3-a343-da35c9d44f09,b4fe3cb0-2d5d-41e8-a7cc-9797474d741e,2025-09-21,2025-09-21,40270173,succeeded,synthetic_extension_v1
PAY-LEGACY-0237,INV-LEGACY-0237,9e31f002-04dc-576f-b04a-7810aab351aa,9fb42c3a-c8a2-429c-8bd8-606da6e4be29,2024-02-11,2024-02-11,1126981,succeeded,synthetic_extension_v1
PAY-LEGACY-0238,INV-LEGACY-0238,9f50c1b9-b7d1-5b1c-b91d-4162a7d83ccd,aa176bc8-d158-4108-986e-17aecbaa50b7,2026-09-04,2026-09-04,27729810,succeeded,synthetic_extension_v1
PAY-LEGACY-0239,INV-LEGACY-0239,2c5245f6-45e2-5ada-9149-36fccc79f4ad,d13c023a-c1bc-4d14-85c4-9185fb305a5e,2026-05-25,2026-05-25,4255973,succeeded,synthetic_extension_v1
PAY-LEGACY-0240,INV-LEGACY-0240,a39f87b4-af54-56c4-9630-3a77a007a20e,26a1d964-c0a9-44ac-bc52-e537675ad507,2024-12-29,2024-12-29,4028439,succeeded,synthetic_extension_v1
PAY-LEGACY-0241,INV-LEGACY-0241,5abefc8a-a7ab-5b14-82be-80d66cee2257,45393513-7052-4716-b29b-23508f10eb46,2026-05-14,2026-05-14,4637951,succeeded,synthetic_extension_v1
PAY-LEGACY-0242,INV-LEGACY-0242,63ba70e1-c58b-5e80-90b6-e64b468e1d8f,c822b274-6f2b-4dfd-8832-59afc4cf8df8,2025-03-28,2025-03-28,38527084,succeeded,synthetic_extension_v1
PAY-LEGACY-0243,INV-LEGACY-0243,85be973f-397c-5091-a0cf-8a69af9538a6,d7fdcf9a-e2bb-4ccd-b27c-0507d2e2d713,2026-06-11,2026-06-11,49533574,succeeded,synthetic_extension_v1
PAY-LEGACY-0244,INV-LEGACY-0244,bdfdbeed-dd68-51d8-81d7-883bde84ff57,77122ccc-92a3-453d-b9b1-08a424fa98c2,2024-01-28,2024-01-28,3165166,succeeded,synthetic_extension_v1
PAY-LEGACY-0245,INV-LEGACY-0245,14d404d2-4217-5119-97fc-0aa76600055f,62bf913b-3db1-4874-a293-54c8826ef87e,2026-03-28,2026-03-28,47457274,succeeded,synthetic_extension_v1
PAY-LEGACY-0246,INV-LEGACY-0246,264879eb-432f-5dec-bb7c-ced8802ee711,79e56634-f7fb-411f-95f1-0702cca38764,2025-11-27,2025-11-27,1022750,succeeded,synthetic_extension_v1
PAY-LEGACY-0247,INV-LEGACY-0247,9f50c1b9-b7d1-5b1c-b91d-4162a7d83ccd,62bf913b-3db1-4874-a293-54c8826ef87e,2025-07-28,2025-07-28,371313799,succeeded,synthetic_extension_v1
PAY-LEGACY-0248,INV-LEGACY-0248,f037e82c-74e9-5a3c-aaa3-daa26856de67,dfc3c466-3dba-422b-9b18-048e6a572be1,2025-02-13,2025-02-13,1200761,succeeded,synthetic_extension_v1
PAY-LEGACY-0249,INV-LEGACY-0249,252d221d-75f9-503d-a310-5720c7e3f003,076b3605-3eb2-4ee7-91ce-b9127f4b5e4e,2024-10-18,2024-10-18,33124797,succeeded,synthetic_extension_v1
PAY-LEGACY-0250,INV-LEGACY-0250,7da7d206-57ba-5c34-a589-086317984a43,59bc0ef4-f4eb-4dc3-aa47-5ab09e3b1973,2025-02-21,2025-02-21,223003,succeeded,synthetic_extension_v1
PAY-LEGACY-0251,INV-LEGACY-0251,481dfbde-f953-5ec7-81b7-1dcc5910cc57,92b211b1-2a44-47f6-88cb-1195b0c856e6,2025-06-04,2025-06-04,1383171,succeeded,synthetic_extension_v1
PAY-LEGACY-0252,INV-LEGACY-0252,52499440-76c6-5aa8-96a8-5ee514d1f561,6f769aa7-2b5c-4284-b4be-cc7b50f2e961,2024-10-17,2024-10-17,22167699,succeeded,synthetic_extension_v1
PAY-LEGACY-0253,INV-LEGACY-0253,dcd3d192-8ac0-57bb-b3e4-60cd56518662,f717203b-9412-496a-a238-94da7af16031,2024-01-22,2024-01-22,42875729,succeeded,synthetic_extension_v1
PAY-LEGACY-0254,INV-LEGACY-0254,2944fa7a-c322-53a9-ba46-4cb8c85c8d15,eb5d043c-4a63-42e6-8579-63ba00d26958,2025-06-10,2025-06-10,2155035,succeeded,synthetic_extension_v1
PAY-LEGACY-0255,INV-LEGACY-0255,033df6de-e39a-556f-ac50-8ec5164d7754,3ccfe7dc-5771-4ce3-9824-7e2a7556a679,2025-03-15,2025-03-15,401641,succeeded,synthetic_extension_v1
PAY-LEGACY-0256,INV-LEGACY-0256,58c8ca4c-8f64-5f76-afde-257dfee3eba4,53497714-f7f4-4250-b6ee-4638f1fb51e3,2024-01-07,2024-01-07,1018009,succeeded,synthetic_extension_v1
PAY-LEGACY-0257,INV-LEGACY-0257,ac0e41d7-b3ab-556c-97a1-1af4ba2265ad,284d6b0e-0b70-4ebc-a7d3-a44bb9da1f79,2026-05-22,2026-05-22,3217186,succeeded,synthetic_extension_v1
PAY-LEGACY-0258,INV-LEGACY-0258,2482678b-b707-5b50-a10d-0bafdc2444bb,86888253-d238-48dd-b96d-85056c6e4c24,2025-12-10,2025-12-10,2211621,succeeded,synthetic_extension_v1
PAY-LEGACY-0259,INV-LEGACY-0259,20ba8481-4838-57a8-85c4-600e334e994d,8d56eb92-e54b-488a-95ce-19940e0ae0d0,2024-02-29,2024-02-29,1159214,succeeded,synthetic_extension_v1
PAY-LEGACY-0260,INV-LEGACY-0260,481dfbde-f953-5ec7-81b7-1dcc5910cc57,97a4037b-06f6-4364-913b-e2ab2886fd03,2025-10-18,2025-10-18,2013037,succeeded,synthetic_extension_v1
PAY-LEGACY-0261,INV-LEGACY-0261,bc6febd8-7473-5fe0-a8b5-fdf154c45313,375588c7-60e6-40a8-a001-4510972b4564,2025-06-28,2025-06-28,1924843,succeeded,synthetic_extension_v1
PAY-LEGACY-0262,INV-LEGACY-0262,37164bdb-4512-552f-8f5e-9f176f3fd5bb,73ee12b0-357f-4f69-ba90-4b0db4670350,2026-05-03,2026-05-03,38268739,succeeded,synthetic_extension_v1
PAY-LEGACY-0263,INV-LEGACY-0263,d0ea87f6-fd2c-5100-ad10-ec07ea13effe,1b0595df-e9b0-44af-9cdf-75f228f01bc6,2024-02-07,2024-02-07,39979022,succeeded,synthetic_extension_v1
PAY-LEGACY-0264,INV-LEGACY-0264,9d8d52b3-df86-5ba3-88ee-387602aedd38,9f90e24f-45e0-41d2-bc9d-204b6b347ff5,2024-12-01,2024-12-01,4948094,succeeded,synthetic_extension_v1
PAY-LEGACY-0265,INV-LEGACY-0265,062379c9-df52-5839-ac2c-84c2f769737e,ec89ee2e-8b28-4857-b204-62d1619e6b01,2024-08-27,2024-08-27,4418992,succeeded,synthetic_extension_v1
PAY-LEGACY-0266,INV-LEGACY-0266,d0ea87f6-fd2c-5100-ad10-ec07ea13effe,80e27ef3-585a-47f2-aa20-b51a00948b43,2026-05-12,2026-05-12,4465058,succeeded,synthetic_extension_v1
PAY-LEGACY-0267,INV-LEGACY-0267,9f50c1b9-b7d1-5b1c-b91d-4162a7d83ccd,911a3462-0ddd-4f83-a16d-4efa660ceff9,2026-06-27,2026-06-27,224465,succeeded,synthetic_extension_v1
PAY-LEGACY-0268,INV-LEGACY-0268,cb594e5f-b964-5154-b88d-6a5b35a1b057,7df40b31-ae02-430a-8120-d8726141ad3c,2026-02-02,2026-02-02,1993780,succeeded,synthetic_extension_v1
PAY-LEGACY-0269,INV-LEGACY-0269,7da7d206-57ba-5c34-a589-086317984a43,c1a4ca35-2f8a-4884-a706-e9b93381be05,2024-12-17,2024-12-17,235354,succeeded,synthetic_extension_v1
PAY-LEGACY-0270,INV-LEGACY-0270,20ba8481-4838-57a8-85c4-600e334e994d,d4811528-f1af-4b97-b3dc-296b6338bfc7,2026-06-03,2026-06-03,15749046,succeeded,synthetic_extension_v1
PAY-LEGACY-0271,INV-LEGACY-0271,15205565-6528-5522-9ba1-6c8a769002f2,193cb1f1-08a6-4b3c-9b9b-488da220c17b,2025-11-30,2025-11-30,44986668,succeeded,synthetic_extension_v1
PAY-LEGACY-0272,INV-LEGACY-0272,8c44d008-53f7-596a-b199-37f3269feea3,ccfc8291-f289-452a-8647-93604ca05daa,2026-08-25,2026-08-25,1954755,succeeded,synthetic_extension_v1
PAY-LEGACY-0273,INV-LEGACY-0273,9f50c1b9-b7d1-5b1c-b91d-4162a7d83ccd,0624e339-4696-4ba8-a8f8-fcc78f016d55,2024-07-02,2024-07-02,12414163,succeeded,synthetic_extension_v1
PAY-LEGACY-0274,INV-LEGACY-0274,58c8ca4c-8f64-5f76-afde-257dfee3eba4,76953c0c-049e-46b4-8846-56757eefa501,2024-12-13,2024-12-13,17841517,succeeded,synthetic_extension_v1
PAY-LEGACY-0275,INV-LEGACY-0275,9f50c1b9-b7d1-5b1c-b91d-4162a7d83ccd,6f8ca6fb-3642-4a8c-930a-8e5014d53be4,2024-08-13,2024-08-13,10596841,succeeded,synthetic_extension_v1
PAY-LEGACY-0276,INV-LEGACY-0276,c85a13a5-eb0d-5389-b144-796391146dd1,b60d8b54-96ff-4cff-9b87-1df0f461ccdb,2025-01-11,2025-01-11,3494503,succeeded,synthetic_extension_v1
PAY-LEGACY-0277,INV-LEGACY-0277,f1cfd59d-0d36-5d68-a40c-87eabd9e9d1b,56a62284-b349-4b68-bd83-8368bc66328a,2025-03-15,2025-03-15,1983332,succeeded,synthetic_extension_v1
PAY-LEGACY-0278,INV-LEGACY-0278,85be973f-397c-5091-a0cf-8a69af9538a6,7bfd8bde-c79b-4ac3-8274-b24e88232699,2025-11-04,2025-11-04,47551823,succeeded,synthetic_extension_v1
PAY-LEGACY-0279,INV-LEGACY-0279,0a8aafe5-fade-50a3-b44a-65fe01a3f5e3,bb9ad8d2-dc40-4297-a1fe-862ffd4b89f9,2026-01-11,2026-01-11,571281,succeeded,synthetic_extension_v1
PAY-LEGACY-0280,INV-LEGACY-0280,af4f0c33-bac2-5577-86cb-a6ba042a6dd0,ae28ca07-7c66-4687-a328-9475e3fdc51a,2025-04-08,2025-04-08,1459655,succeeded,synthetic_extension_v1
PAY-LEGACY-0281,INV-LEGACY-0281,b4e1de7a-e798-52f8-9269-e4214d83108e,c307e448-1347-4e63-b754-8b7d81fc0a45,2024-10-26,2024-10-26,2055829,succeeded,synthetic_extension_v1
PAY-LEGACY-0282,INV-LEGACY-0282,ae9d9f80-e11d-5e53-b167-7c7f9031fd6a,7cb78858-4006-48e1-8ab4-b1d296b2224c,2024-04-04,2024-04-04,2129685,succeeded,synthetic_extension_v1
PAY-LEGACY-0283,INV-LEGACY-0283,d834cbe4-1ac8-57b4-b601-bf0e55237534,23ef3a14-47bf-408d-80fb-658c6b15fa76,2026-04-29,2026-04-29,2141143,succeeded,synthetic_extension_v1
PAY-LEGACY-0284,INV-LEGACY-0284,f2076f54-1357-59de-8f38-194c67d4f1bf,a00d8daf-239f-49ab-92a6-d102f4fda33f,2025-04-23,2025-04-23,239811,succeeded,synthetic_extension_v1
PAY-LEGACY-0285,INV-LEGACY-0285,19581aae-06ea-5c39-9399-25aef009de24,fd4672a8-88e7-44cb-845a-4786854b500a,2024-02-29,2024-02-29,4845055,succeeded,synthetic_extension_v1
PAY-LEGACY-0286,INV-LEGACY-0286,58c8ca4c-8f64-5f76-afde-257dfee3eba4,8f269d53-f39e-441d-9528-52eb55728d19,2024-12-21,2024-12-21,2301195,succeeded,synthetic_extension_v1
PAY-LEGACY-0287,INV-LEGACY-0287,ac0e41d7-b3ab-556c-97a1-1af4ba2265ad,8d56eb92-e54b-488a-95ce-19940e0ae0d0,2024-08-25,2024-08-25,806419,succeeded,synthetic_extension_v1
PAY-LEGACY-0288,INV-LEGACY-0288,bdfdbeed-dd68-51d8-81d7-883bde84ff57,640ea955-beb7-41be-98e6-4380c6b41265,2025-07-21,2025-07-21,2471396,succeeded,synthetic_extension_v1
PAY-LEGACY-0289,INV-LEGACY-0289,8eeb06f6-ac4a-502a-82ae-d92769fe3b88,be2c9747-336f-4a04-a9b6-646292a4cefa,2025-05-16,2025-05-16,2351417,succeeded,synthetic_extension_v1
PAY-LEGACY-0290,INV-LEGACY-0290,96cb7db8-3817-5d76-9d8c-b73e2a17bbec,db47513c-c872-4587-99cc-54b4aa9b05bb,2026-07-24,2026-07-24,2158646,succeeded,synthetic_extension_v1
PAY-LEGACY-0291,INV-LEGACY-0291,58cbc3f9-5cbb-5b99-bd78-d9384a28acd6,5fe33445-794c-4dd6-ba39-45d634640dcc,2025-11-03,2025-11-03,16409519,succeeded,synthetic_extension_v1
PAY-LEGACY-0292,INV-LEGACY-0292,77167ec3-e35c-5dae-88bc-e1a85debe453,9a81619d-4854-472e-8465-1b5837d1ad32,2025-03-11,2025-03-11,468717,succeeded,synthetic_extension_v1
PAY-LEGACY-0293,INV-LEGACY-0293,9f50c1b9-b7d1-5b1c-b91d-4162a7d83ccd,9db63a5a-4648-4f55-acd1-56a7daa72bb8,2024-03-02,2024-03-02,4081205,succeeded,synthetic_extension_v1
PAY-LEGACY-0294,INV-LEGACY-0294,4063d6f3-59a9-5227-b8dd-344a5972d9da,1b27735c-a7ce-41e3-803d-5acf3e7701f6,2024-12-12,2024-12-12,1617646,succeeded,synthetic_extension_v1
PAY-LEGACY-0295,INV-LEGACY-0295,6ff81d04-69f9-5ca1-b0d6-9b58a4098b61,b72af847-f82d-49cc-aae2-46fe04f8b5c7,2026-02-09,2026-02-09,1025732,succeeded,synthetic_extension_v1
PAY-LEGACY-0296,INV-LEGACY-0296,2944fa7a-c322-53a9-ba46-4cb8c85c8d15,f596673a-a1df-42a7-bbe4-5e37ea77667f,2025-05-02,2025-05-02,2470999,succeeded,synthetic_extension_v1
PAY-LEGACY-0297,INV-LEGACY-0297,8674902d-2a3e-5926-9cad-29217ce4cc5d,0efaca19-38fe-4f83-8e37-7f3d4773e4b4,2025-07-17,2025-07-17,36601677,succeeded,synthetic_extension_v1
PAY-LEGACY-0298,INV-LEGACY-0298,d0ea87f6-fd2c-5100-ad10-ec07ea13effe,eeacb7c8-4564-400f-afc2-251804f037e6,2024-06-05,2024-06-05,3265108,succeeded,synthetic_extension_v1
PAY-LEGACY-0299,INV-LEGACY-0299,54719001-fd55-5f9d-8b4e-887178dd2f03,702b7d5e-a263-488a-ad6f-400aacc45f55,2026-08-21,2026-08-21,4438999,succeeded,synthetic_extension_v1
PAY-LEGACY-0300,INV-LEGACY-0300,af26753c-e2fb-51c9-b80e-aa1936b064f1,fc8fdbaa-e4ba-4d84-9836-c777090a4a4d,2025-02-21,2025-02-21,3650955,succeeded,synthetic_extension_v1
PAY-LEGACY-0301,INV-LEGACY-0301,e64b0d81-2f42-5b01-8b7f-21aaf64f8ba4,3a5a8b5d-7f04-4379-88b2-37941d9065a5,2024-04-02,2024-04-02,2283246,succeeded,synthetic_extension_v1
PAY-LEGACY-0302,INV-LEGACY-0302,9e13bd15-65f8-5e56-9052-683f07fdf9fa,430494bf-57c8-43b2-b5d0-dfdec0a44bc9,2026-03-12,2026-03-12,3518401,succeeded,synthetic_extension_v1
PAY-LEGACY-0303,INV-LEGACY-0303,87a75965-a272-5a35-900e-1762ba9488ed,ac43c3a5-17c5-4cad-b467-4ba53f0c92d4,2026-07-23,2026-07-23,1528576,succeeded,synthetic_extension_v1
PAY-LEGACY-0304,INV-LEGACY-0304,a39f87b4-af54-56c4-9630-3a77a007a20e,0bf2535b-ab76-4a6f-b002-1f44dd1bb892,2024-11-27,2024-11-27,27949998,succeeded,synthetic_extension_v1
PAY-LEGACY-0305,INV-LEGACY-0305,6890ddec-c75c-5441-980b-5b0c7953a44c,3af83361-dfe7-4f67-bff5-d9cf9de0e190,2024-03-13,2024-03-13,1135625,succeeded,synthetic_extension_v1
PAY-LEGACY-0306,INV-LEGACY-0306,e4ae775b-af33-58eb-b006-541d8689a783,83e08921-1a92-4024-9cd8-dd25ea9f1b94,2025-03-16,2025-03-16,843303,succeeded,synthetic_extension_v1
PAY-LEGACY-0307,INV-LEGACY-0307,2c7fa604-b973-51cd-aaeb-33054db07262,eb12ea16-b538-492e-81b5-d9da577c5930,2024-12-01,2024-12-01,1388172,succeeded,synthetic_extension_v1
PAY-LEGACY-0308,INV-LEGACY-0308,6162fefd-5e2c-5b46-9196-19877bc1dc92,5a3c84cc-fbcb-4a71-8195-ea67f42d948b,2026-08-21,2026-08-21,4138028,succeeded,synthetic_extension_v1
PAY-LEGACY-0309,INV-LEGACY-0309,fde58e48-cf68-524f-8d70-f1b18d897472,51ac5ba7-c346-42d2-bff6-5609dfbf2067,2024-04-15,2024-04-15,4795448,succeeded,synthetic_extension_v1
PAY-LEGACY-0310,INV-LEGACY-0310,4dd192f2-9722-5707-a965-d53b52ec5e27,428b740f-d721-4026-882b-d70c10825801,2024-07-10,2024-07-10,1148158,succeeded,synthetic_extension_v1
PAY-LEGACY-0311,INV-LEGACY-0311,b901ff6a-cb68-580d-8513-f21dae44888e,2b4896c5-9f3e-43d2-88c1-e5fee317bdd8,2025-03-08,2025-03-08,952818,succeeded,synthetic_extension_v1
PAY-LEGACY-0312,INV-LEGACY-0312,63316b6c-efd4-540b-8a8c-979177487156,a66ba050-2993-4694-8b4f-3ac2bd474900,2024-10-24,2024-10-24,339100,succeeded,synthetic_extension_v1
PAY-LEGACY-0313,INV-LEGACY-0313,8ad3ab75-1148-52cf-b7d9-e9f22926b24e,83b6eba9-0d63-4024-be74-a5c8ac353b8b,2024-06-01,2024-06-01,4198901,succeeded,synthetic_extension_v1
PAY-LEGACY-0314,INV-LEGACY-0314,21433154-873b-5278-942c-b1731fd3c3cb,3080a538-4bf8-4b17-b5d2-18c7d6b4de41,2026-06-01,2026-06-01,3799139,succeeded,synthetic_extension_v1
PAY-LEGACY-0315,INV-LEGACY-0315,b7246714-7696-5218-97d3-ec9f16a96d23,26b376b0-2e9f-4c72-acaa-d15fabd8be95,2026-08-29,2026-08-29,40423804,succeeded,synthetic_extension_v1
PAY-LEGACY-0316,INV-LEGACY-0316,24c395d5-926a-5626-aefc-90c253e9d26a,48d33285-fee5-4eba-bc34-71023463d67e,2024-10-27,2024-10-27,34798382,succeeded,synthetic_extension_v1
PAY-LEGACY-0317,INV-LEGACY-0317,fc52ab5c-f5e8-52a1-b41d-42d60b68168f,375588c7-60e6-40a8-a001-4510972b4564,2025-03-15,2025-03-15,4741987,succeeded,synthetic_extension_v1
PAY-LEGACY-0318,INV-LEGACY-0318,56f84b4c-e039-5f72-b3f7-41684d1e212a,59f04141-2937-4394-b703-a44e0af85978,2025-08-13,2025-08-13,1481273,succeeded,synthetic_extension_v1
PAY-LEGACY-0319,INV-LEGACY-0319,fad3766f-9d22-5c98-a03c-14f80cdd8d5c,b7fe96c8-e78b-4003-8d1b-2288a70bffab,2024-06-04,2024-06-04,37407965,succeeded,synthetic_extension_v1
PAY-LEGACY-0320,INV-LEGACY-0320,f27aaedd-4c53-5c6f-9527-59387c250723,51ac5ba7-c346-42d2-bff6-5609dfbf2067,2026-01-10,2026-01-10,4185450,succeeded,synthetic_extension_v1
PAY-LEGACY-0321,INV-LEGACY-0321,5243a818-9d8e-5646-b3d1-2471cba98005,249c2b66-cabc-4c3e-9517-6ad4402faa0e,2024-11-17,2024-11-17,1323826,succeeded,synthetic_extension_v1
PAY-LEGACY-0322,INV-LEGACY-0322,61dc7946-723b-549d-8f30-8fca04d45872,6dab9d8b-9604-4961-b487-d6d0c39ed282,2024-11-04,2024-11-04,23610998,succeeded,synthetic_extension_v1
PAY-LEGACY-0323,INV-LEGACY-0323,bd8e03c0-b540-5225-85ee-86af7c924b1d,e0a3482d-0592-4d6a-b8ca-48f41080a1c7,2024-06-25,2024-06-25,15170872,succeeded,synthetic_extension_v1
PAY-LEGACY-0324,INV-LEGACY-0324,43a483cc-a5dc-51c4-89ab-f35c67bf04ab,440efebd-9f25-439e-be93-409788161fc4,2024-05-22,2024-05-22,2377968,succeeded,synthetic_extension_v1
PAY-LEGACY-0325,INV-LEGACY-0325,8eeb06f6-ac4a-502a-82ae-d92769fe3b88,b860fd19-e0ab-48ac-a475-5c0ad4f5b278,2026-01-16,2026-01-16,1410961,succeeded,synthetic_extension_v1
PAY-LEGACY-0326,INV-LEGACY-0326,f27aaedd-4c53-5c6f-9527-59387c250723,7e75a696-19fb-4d0e-a6ce-3879d0262ebd,2025-07-17,2025-07-17,2049471,succeeded,synthetic_extension_v1
PAY-LEGACY-0327,INV-LEGACY-0327,201f525a-3068-5046-b028-7def29460c9d,1087148a-97ed-4417-8f19-d0e4cd1ca471,2026-04-09,2026-04-09,3517740,succeeded,synthetic_extension_v1
PAY-LEGACY-0328,INV-LEGACY-0328,b0e00bfb-3ce5-50f7-be46-15507bb204de,7bfd8bde-c79b-4ac3-8274-b24e88232699,2026-03-31,2026-03-31,4669978,succeeded,synthetic_extension_v1
PAY-LEGACY-0329,INV-LEGACY-0329,f037e82c-74e9-5a3c-aaa3-daa26856de67,54f7f53d-dd82-4b8a-ae8e-d59a5dfe4973,2026-04-18,2026-04-18,33218902,succeeded,synthetic_extension_v1
PAY-LEGACY-0330,INV-LEGACY-0330,f1901f67-4ff5-5e3f-b044-a75a954243c5,35042072-84bc-4384-9e7f-301b0855432a,2026-02-22,2026-02-22,15624503,succeeded,synthetic_extension_v1
PAY-LEGACY-0331,INV-LEGACY-0331,bd8e03c0-b540-5225-85ee-86af7c924b1d,9547a959-508c-4734-9b7e-36a56b45c5b1,2025-01-16,2025-01-16,1793608,succeeded,synthetic_extension_v1
PAY-LEGACY-0332,INV-LEGACY-0332,201f525a-3068-5046-b028-7def29460c9d,0015658b-6dd9-4631-91dd-bf8de3192e80,2026-06-30,2026-06-30,4434869,succeeded,synthetic_extension_v1
PAY-LEGACY-0333,INV-LEGACY-0333,f5e0353e-e386-5f2e-bfc2-61c7f6188bce,23ef3a14-47bf-408d-80fb-658c6b15fa76,2025-02-14,2025-02-14,4955559,succeeded,synthetic_extension_v1
PAY-LEGACY-0334,INV-LEGACY-0334,f27aaedd-4c53-5c6f-9527-59387c250723,f97fd87b-3e10-4676-b970-0720d69b6ab8,2025-04-29,2025-04-29,2360763,succeeded,synthetic_extension_v1
PAY-LEGACY-0335,INV-LEGACY-0335,807ea2e2-6f6f-5cab-9638-b69db7d91d38,9cb860dd-8ecf-49f1-98b6-45e4a03066e8,2025-08-23,2025-08-23,663855,succeeded,synthetic_extension_v1
PAY-LEGACY-0336,INV-LEGACY-0336,24c395d5-926a-5626-aefc-90c253e9d26a,2930b5b6-2083-49f5-b3ec-c1c25f2239aa,2025-05-30,2025-05-30,18542800,succeeded,synthetic_extension_v1
PAY-LEGACY-0337,INV-LEGACY-0337,f037e82c-74e9-5a3c-aaa3-daa26856de67,144dd172-1b73-483d-a4c0-fd61f3103aaf,2024-03-26,2024-03-26,1619946,succeeded,synthetic_extension_v1
PAY-LEGACY-0338,INV-LEGACY-0338,43a483cc-a5dc-51c4-89ab-f35c67bf04ab,71e6f3d1-62c6-4426-90d1-fa69e0a711cd,2025-11-03,2025-11-03,1624095,succeeded,synthetic_extension_v1
PAY-LEGACY-0339,INV-LEGACY-0339,b584bf2b-77bb-5727-8a18-79acd4bd5e20,3eeb1c92-ab1f-4d9d-ad7a-ba11a1f59e2c,2024-11-07,2024-11-07,379947,succeeded,synthetic_extension_v1
PAY-LEGACY-0340,INV-LEGACY-0340,a37e9aba-5d93-5861-966e-d1a0276f97c2,09c10c88-e16e-447f-b306-9bd8aa6e7d93,2024-04-10,2024-04-10,29631145,succeeded,synthetic_extension_v1
PAY-LEGACY-0341,INV-LEGACY-0341,26fccec6-9ded-5756-8d18-1f83c0eef0ac,abcf6584-5d42-41ee-8c69-3f248c249c7c,2025-08-12,2025-08-12,4621064,succeeded,synthetic_extension_v1
PAY-LEGACY-0342,INV-LEGACY-0342,bdfdbeed-dd68-51d8-81d7-883bde84ff57,076b3605-3eb2-4ee7-91ce-b9127f4b5e4e,2024-12-02,2024-12-02,1314790,succeeded,synthetic_extension_v1
PAY-LEGACY-0343,INV-LEGACY-0343,2e8d5717-28ff-507f-9a7a-87f8c9fbeee0,d548fe27-7ed0-4c71-a445-12e7dc38dfab,2026-01-04,2026-01-04,4082685,succeeded,synthetic_extension_v1
PAY-LEGACY-0344,INV-LEGACY-0344,20ba8481-4838-57a8-85c4-600e334e994d,df677ddf-f932-438a-bab4-caa6ce5fbc91,2024-07-07,2024-07-07,577955,succeeded,synthetic_extension_v1
PAY-LEGACY-0345,INV-LEGACY-0345,56f84b4c-e039-5f72-b3f7-41684d1e212a,876a6853-7675-48b7-9436-5171b0d4be52,2025-03-28,2025-03-28,3972918,succeeded,synthetic_extension_v1
PAY-LEGACY-0346,INV-LEGACY-0346,5243a818-9d8e-5646-b3d1-2471cba98005,3f3ba940-4192-4fa8-b520-77771a85c4b4,2024-03-04,2024-03-04,4699177,succeeded,synthetic_extension_v1
PAY-LEGACY-0347,INV-LEGACY-0347,c212531e-e5ce-5540-b467-81a4b60e2fcb,9c9f5e88-8cb5-42c6-b31e-d0f9bfbd5c32,2026-05-08,2026-05-08,4856631,succeeded,synthetic_extension_v1
