transaction_id,account_id,transaction_date,transaction_type,description,transaction_amount,transaction_reference_id,utr_number
2bb5b38f-e9bd-4897-9ec9-fac350632698,f9bf536a-da09-4ef3-8323-a2142c55101e,2025-09-10,credit,FT/CCAVENUE,235920.52,I2553590,
db2e7e08-1b72-43c5-8e79-80ae670564f4,ad194578-7ee2-429d-bea5-092d9938899a,2024-07-03,debit,ATM/RELIANCE FRESH,-49934.78,N7096603,164141890073
913a41ce-2cc7-4450-8859-e70ba1dfeda0,77e2791e-ff3f-4983-ac05-688cd9a55858,2025-07-24,credit,SAL/CANARA ROBECO,26567.03,I7023676,
9ee2ad4c-d14c-4e16-8400-d2162a8c01b9,d5928cb9-7db1-4a5c-97b6-0472efa43308,2025-12-10,debit,UTIL/HPCL,-39087.26,R6614564,
ff048a19-9019-4315-893a-ec3f1a6f7d1b,fb97fce9-9cb4-4e78-aece-c8b73fc720e7,2025-12-22,credit,UPI/Ramakrishnan-Subramaniam,11267.25,T4019853,992917790711
86633e8a-4ecc-4d1b-84d2-5d32b273237f,4ee127f2-d142-4781-a51a-51f976eba819,2026-04-16,credit,"UTIL/Sarkar, Chokshi and Kurian",14976.44,N5275488,111277569031
24ca198c-ad1f-4fd8-af30-104682f3f024,26e4492c-424e-49eb-be30-2fe876ad4719,2026-01-23,debit,RTGS/BSES RAJDHANI,-295630.58,I7627097,
f370c46f-0a5d-4eba-8300-35b533a52354,2c9d9861-f895-4862-a267-afd41c0d7d94,2025-01-07,debit,ATM/UTI MUTUAL FUND,-30795.89,R8336240,563307031543
9f0c30f9-7cde-433e-8581-e854b31ad23c,ddf1162f-dc11-40ad-8c2c-3d897442bba7,2026-05-26,debit,UPI/PAYU,-473822.72,S2954331,517286366096
5c0d0f32-9a88-4605-9a87-924b895140cb,9fd04baf-ba03-4e63-a936-799fa727b098,2025-04-20,debit,POS/L&T MUTUAL FUND,-42783.91,S5414479,
7bed2adf-4157-4a56-b01a-02ffb6056857,9b43cf17-03c1-4c26-96be-fecbaa734f80,2024-04-28,debit,IMPS/BSNL,-37529.3,,289629559992
01b45fa7-2601-4004-b523-d6f0b703bce9,2e1a6e2b-0b50-47cd-9b35-68637e4dd914,2025-11-21,debit,RET/UBER INDIA,-37921.7,R1681746,406930787205
63c875f2-02d5-4071-b9d6-5715eea8d784,48b92d93-73e1-43b2-9059-03700da3a7d6,2024-02-13,credit,CHG/Shroff Ltd,264461.58,S7710301,836557361488
c13f2c6d-c536-40e2-aaea-5e68e86aa1f9,373027a1-99a5-4ddb-877f-b1be9a1a5e21,2024-07-27,credit,INT/ADITYA BIRLA SUN LIFE,33110.43,N4116008,477954492508
ecb28ea2-f6d5-4475-86bf-dbd9a0bd7a02,898ab554-a2c8-4679-9e7c-ca6aad41e1d1,2025-10-04,debit,FT/Shere Ltd,-391980.51,U2029795,
4ed6b5e9-00cf-43e8-a412-7b753709bdab,bda9a7f7-ba90-49f7-9770-7714b8657e19,2025-04-17,credit,POS/NIPPON INDIA MUTUAL FUND,7039.81,N7582005,750426416269
1d9b0bdf-a3bd-4620-854d-24a6d570bad9,950d2634-ecdb-4f24-8c93-7bd17094244a,2025-08-10,debit,RET/Das-Amble,-195.07,I2179598,
bbe6d88c-eabc-46f0-8460-f348131014a8,016d231d-2a78-4c5b-a582-076a904cf2f7,2025-09-24,debit,WDL/GOIBIBO,-19840.41,U7929274,692731695977
701e30b4-8e3e-4129-8e75-27821c076138,8a039acf-c83d-4ce7-9f5d-6865f2d3aac0,2026-04-16,credit,ATM/Arora PLC,15729.13,N4413377,
3271f873-dd9a-47dc-a1a3-dcd968915f8f,1230e7a7-84a0-4390-b7c6-7c910218b432,2025-06-17,debit,FT/Karnik-Gara,-18931.72,I6365505,
ccf19fb5-9c75-4a52-be3c-135d7b7cc912,df01a968-d85b-4cdf-b62f-ef94cfcf9dac,2026-07-06,debit,WDL/BARODA BNP PARIBAS,-38833.35,T1204556,186768688422
e7dbbafe-fec6-434c-b941-1bc66e086a7d,69050edb-858f-4e67-aa54-7d9886550efd,2024-03-24,debit,CHQ/MAHINDRA MANULIFE,-40123.58,R8084869,
1d4562a4-3910-4dbe-8048-28e280ea5669,e3408600-a59b-4789-8789-97460e4557c9,2026-01-12,debit,IMPS/AXIS BANK CREDIT CARD,-357363.0,S7689591,251588268313
a2308b94-60a5-4999-9887-2aab117efcf4,d66b10d4-04bf-46cf-a55e-e24b554afac2,2024-02-21,credit,UTIL/DMART,63567.15,N6868712,976812500342
e7fb68e2-ea56-4aa9-a563-e735d869cd8d,8ac46ade-87c5-46aa-bbf3-879ca6bd5f56,2024-09-09,debit,REF/BPCL,-24315.74,,966630550475
4fcffaee-787e-47c6-a0a2-831957695686,0eb926b4-8ea9-4fab-83ad-f7bdbbad70cc,2024-04-03,debit,EMI/ADANI ELECTRICITY,-49633.86,N9628651,604209710412
b8903f39-ce6b-4fa6-89ee-9cb42dd4e2b2,7f758804-877a-496d-9521-2f2a5155ee7b,2024-09-30,credit,TFR/RELIANCE DIGITAL RETAIL LTD,44676.47,U4395116,130376715479
81616cdc-cc3a-4582-8ac3-a0566bfacfb8,702b7d5e-a263-488a-ad6f-400aacc45f55,2026-07-14,credit,"UTIL/Khanna, Tailor and Karnik",351328.91,U2354003,310691923956
b35fa289-d849-4856-952c-36f3e55c5104,1cee8049-38a6-48af-87c0-85394ec8e7d4,2025-09-05,credit,EMI/BAJAJ FINANCE LTD,27216.02,N1468264,
8ae6e0d3-cdb3-4a76-84a0-cd286dcdfa44,b457edf0-110b-4c81-9e97-6ce1a9dd5fc4,2024-01-03,debit,CHG/Sankaran and Sons,-10812.37,U5262511,514752948095
35218875-e81a-4b5f-8025-c95a3ebfa0f1,1cee8049-38a6-48af-87c0-85394ec8e7d4,2025-10-14,debit,"WDL/Nayak, Biswas and Balasubraman",-21545.46,S1450109,876157386419
148b92b8-9182-4910-9330-be8faa71b48a,dc99a265-37c8-4079-8de1-b5eb59c9fd95,2025-12-20,debit,CHG/BAJAJ ALLIANZ,-13740.77,I5123958,930709113297
853ca36f-7105-4b72-bd4b-a9cee4b6f4c3,408c962b-be0c-4836-acd3-fa211badfc66,2024-09-25,debit,EMI/INSTAMOJO,-38124.77,S1155015,490566033314
c2bea41e-9239-4413-b6b1-7bcb42ca98f4,ae11f2d4-af8f-4884-9238-e24ddf24881e,2025-09-24,credit,FT/Arya-Prashad,38759.92,U6157316,297525854172
956fd607-7323-4f0b-b9fe-f7bacd401a20,1fa3fa72-ccf2-4954-b861-55b98a6f7aa3,2025-11-15,debit,FT/NIPPON INDIA MUTUAL FUND,-11919.77,T7957748,692460989733
68dd2cf9-5913-4f92-831f-28a82b54818b,1d98509d-37ac-4507-80ed-714e7ffd0cf5,2024-01-19,credit,DEP/PAYU,129606.9,N8514092,567476168301
4bb1917f-f539-4402-9359-6aca2e071642,284d6b0e-0b70-4ebc-a7d3-a44bb9da1f79,2024-09-11,debit,LOAN/JIO INFCOMM,-11920.73,S1747469,
003b594d-c13c-4f0f-a22e-dd2c22dfe18c,09f3add6-0c78-4a7c-a1c7-7a0300c53728,2024-06-08,debit,ATM/Sahota LLC,-36267.4,R6483213,
ed8b7070-79d7-4ef0-a22e-71ed77391ef5,a66ba050-2993-4694-8b4f-3ac2bd474900,2024-10-04,credit,ATM/SELECTRICITY TWO PRIVATE LIMIT,34775.7,S3091742,
68b4eb63-39b2-4990-ae08-9932aedc1d3a,458a0c44-50ce-4979-8d03-7212f1a100e7,2026-03-11,debit,FT/Mitra-Thakur,-49424.9,U1880626,635726995298
41631319-e2ff-4b52-8c18-84a8d5308f35,08f110eb-d73a-44bf-b41d-5b8ce212d956,2025-04-17,credit,RET/AMAZON INDIA,15896.08,N8679345,841917969646
761fa3e9-a0f8-44ac-a003-738e1d0778cf,6c2c6856-330e-4023-9840-bf3ebe7ced06,2024-01-16,debit,NEFT/KOTAK MUTUAL FUND,-144228.5,I7400065,780050561766
75898699-1645-44e2-87f2-2ac72dbe17b9,dec1a6d7-1617-4c50-b1fc-8d310ad9235d,2024-05-13,debit,ATM/KOTAK MUTUAL FUND,-20460.79,R5278544,955413280788
cecb1648-98e1-4aed-a9d2-395737e4242a,addb7d2d-e8a6-48a2-a87d-2ef10ed3043c,2025-01-26,credit,REV/ICICI BANK CREDIT CARD,42651.44,S2814205,
4179a0db-66c6-4d03-9884-1654dfed74bb,3bd38ef6-074f-4e0a-8e19-ff51af9bfaa7,2026-07-14,debit,UPI/PAYTM,-34420.26,N1319282,601313949847
bac09675-b7b7-4547-bafe-975377f668b5,819ff582-f54c-4d93-9aa3-46b4a7a3df51,2024-08-17,credit,UPI/SPENCER'S RETAIL,445079.22,N6422054,453597027433
cb308374-d387-4a41-a428-ad7b688044f2,df99e1fc-c745-497a-9886-638c8b6be69a,2026-05-18,credit,RET/BAJAJ ALLIANZ,11683.52,R2069012,943694987971
2ac4b1f2-33b3-48a7-ba39-88b21f6800e9,38374f83-cb70-4f13-888e-f89ca37ae370,2026-08-29,credit,"UTIL/Sant, Khare and Bumb",1436.79,T7891412,
ac5526c0-2b2a-4ebf-887d-d6133e1d8d71,cc30a9da-4c47-46cb-980b-35bbf3481c27,2024-11-21,debit,WDL/NIPPON INDIA MUTUAL FUND,-251615.97,,590328457932
054039c0-8c8a-4132-b91a-afac254a2ee6,50827a30-af16-4c24-99fb-cc72d6888c45,2024-06-26,credit,IMPS/BESCOM,6438.69,N7663650,
edc25089-3413-4199-94ef-ea6d1fb7cfa9,4ce5f7fa-6fda-4fd8-a9c8-60d7e8a55a19,2024-07-01,debit,LOAN/INDANE GAS,-23705.98,U4437215,
6e115a77-e8e5-46a7-af53-0c873dca933b,6472450d-5e17-4b7d-a032-c571180f087f,2026-05-02,debit,NEFT/QUANT MUTUAL FUND,-445410.07,U2184209,583070703544
874c9d16-cba5-46a0-b44d-9a2a01a54a01,c5cf3ddc-6ed8-48bd-bed9-2cfccd60e705,2024-12-05,credit,CHG/TATA AIA,39067.33,S1357908,
0c75d729-b5f7-4649-83f7-7728ffde86c7,457bf23a-ea17-449f-b0c4-f060aa551f28,2025-02-25,debit,DEP/MSEB,-44578.63,I7365041,
0287f4ee-660d-4aaf-b024-86c8907a5937,fc8fdbaa-e4ba-4d84-9836-c777090a4a4d,2024-03-04,debit,TFR/BIGBASKET,-28899.93,N9538414,658617202729
d9364ea7-fe90-43cd-8cd3-fcbf321c9074,1513f5f8-40af-4aae-abdd-e84486ca717d,2024-04-30,credit,RTGS/Hegde-Char,18367.15,U8844369,
ff0512f2-bb5a-40e6-9759-1f3d80b49e7e,303847c6-fb94-4ca5-80ae-f315f0d0967b,2025-05-21,debit,DEP/SUNDARAM MUTUAL FUND,-1120.25,T8706001,377220963114
e5cb7ea6-532a-4ae2-b8c7-bd250383ca2e,c623560a-87cd-4568-9231-e49780efef5c,2025-10-24,debit,NEFT/ICICI PRUDENTIAL,-32157.29,I6124883,626167059172
e548d497-9985-4393-991e-b02be685b4f8,5b8aee27-2795-44bd-a142-6145d11609cf,2026-09-04,credit,ATM/PETROL PUMP,33179.34,T3175111,
619fd89f-0914-43fc-85b6-1ac639fd8294,22cfa8f3-ca74-451c-9818-9998fca10cc6,2026-05-07,credit,FT/RELIANCE FRESH,35851.39,N1426328,443395474910
5e033a96-43f3-4398-bffc-ea3e6fc353bb,682eddb3-2059-4861-9b8e-02af14585dc8,2025-04-29,debit,RET/BHIM UPI,-3373680.94,T9943869,215634190011
1a4ebc53-6ba6-4ff1-a57e-65e2adc4d9d9,2e9867d8-7837-4340-9fef-32afbca40f93,2024-08-12,credit,EMI/ICICI BANK CREDIT CARD,333268.21,N3239691,571406554934
31a6bd96-ac7e-44ef-bfb0-d09f50f75768,8d924d79-9f45-4f08-98e3-51dbdf50de0e,2024-11-01,credit,FT/Kamdar Ltd,323340.16,N9269138,692163653850
4142696b-37d9-4e59-9b8b-40aa5f48baf3,1dcd9b72-6467-4706-a221-bf5b9d6359d7,2024-02-04,credit,TFR/ICICI BANK CREDIT CARD,33476.17,N1711545,
39f56bd3-5a02-488f-8528-c9831d45b977,5b8aee27-2795-44bd-a142-6145d11609cf,2024-10-04,debit,NEFT/ROYAL SUNDARAM,-45971.12,S4304974,262028768280
2bd11569-8d70-444d-afde-3ce9683d215f,8bdf7847-fc58-484b-b882-d0ddc337ba71,2025-05-20,credit,LOAN/NAVI MUTUAL FUND,24652.5,N7102991,
b71b7fef-dfef-4977-b9a0-8493a266ea77,29cbd8f6-ef34-4eee-b7ff-23dad983c563,2025-03-13,debit,TFR/MORE SUPERMARKET,-3323.4,U3640273,
e8bbdc39-c608-4fc0-b831-c567b5c7b972,c54ef01c-d389-485a-b7a5-5d97ffcef98d,2026-04-11,debit,LOAN/NIPPON INDIA MUTUAL FUND,-27822.55,T1452330,
008e2956-538e-40ef-b9e3-b703a839e313,9db63a5a-4648-4f55-acd1-56a7daa72bb8,2026-03-18,debit,UPI/MIRAE ASSET,-43183.52,T1386901,
6ecaf36c-8df7-4a34-a67c-85f8b7525a4b,3660e77b-e261-4a75-86b6-6b0d2d9c1498,2026-03-09,credit,INT/PHONEPE WEALTH,31581.28,,881609002641
6751b488-6e06-49de-adbd-6d6cc01e8d14,bf0ebd56-7d5e-47f4-ae1c-b9ecda398ce1,2026-01-04,credit,LOAN/CASHFREE,354119.46,I5414570,820408817617
f8882a66-cbef-4d0a-8102-e411f29cf572,3bd38ef6-074f-4e0a-8e19-ff51af9bfaa7,2024-02-16,debit,ATM/FRANKLIN TEMPLETON,-4594.93,U2649436,240899294454
c7672d15-b693-4699-aabf-647a1dbf2228,64765f6c-95f9-4038-be95-d0734396e375,2024-11-21,credit,FT/Narain PLC,35597.63,N6830469,233461910329
14501e86-7dbf-4cc0-922d-00feaa12ddc7,53497714-f7f4-4250-b6ee-4638f1fb51e3,2024-12-11,credit,LOAN/BAJAJ ALLIANZ GENERAL,3316.9,T1643377,343749353734
0793bedd-c43d-42e4-b5fe-c76626348ab7,9af46266-10f8-4756-b087-d6c6ca42225b,2025-07-14,debit,CHG/Jayaraman-Dutt,-36956.08,N1783078,187018093106
823e0c7b-d965-4d52-af63-c2f8e7595c62,1b0595df-e9b0-44af-9cdf-75f228f01bc6,2024-07-23,credit,WDL/KOTAK MUTUAL FUND,224696.66,U4937847,130976839583
325195ef-6839-4b96-86dc-242b8fc6c6ea,8dbede8d-0a89-45a6-a64c-d9a91f4a0eb3,2024-05-22,debit,UTIL/RELIANCE DIGITAL RETAIL LTD,-47944.74,I1433093,
0f85d8d6-d0d8-473a-9429-745f6c1eb93e,63e787fe-d183-4718-af91-b698717858e9,2025-07-09,debit,TFR/NAVI MUTUAL FUND,-4855115.6,S5119455,437217517287
5fc38c76-3276-42f4-9324-17d1d07cdbd7,0c17b1da-a169-41e3-a444-ddcc11ae5fae,2026-06-07,debit,ATM/QUANT MUTUAL FUND,-20292.98,R2788867,443580939188
5b9252d5-0436-44e5-8f66-1d95e32d3093,a818598f-5aed-454d-8c79-f5b3fa5fd22f,2024-03-05,debit,TFR/Gopal Ltd,-40367.09,I8622871,
7c0424c6-b049-4d97-a601-d337395aafb1,6b08e044-cb85-4a75-9428-3f050c8a81f7,2026-07-23,debit,POS/PETROL PUMP,-14220.01,T8184518,540998801736
e54bb864-4f20-4b60-b02b-d0a58115dbba,e80b4195-788b-4238-b447-42d388280739,2024-08-24,debit,INT/SBI LIFE,-2354.6,S2435532,895392891620
91ef3dba-6c6b-43f8-b9ac-3131cf61f24c,1daba1fe-78f4-4ee5-85de-7bc5eb2d3115,2024-12-02,credit,SAL/TATA POWER,231947.62,N2781834,184931431948
d0a724f7-2a24-407d-ad7c-8cc2894ceb23,ae3bff35-d96f-4a24-927f-d342e9282971,2024-10-15,credit,IMPS/Kant-Grewal,48427.34,N8476726,
d9a4cbc6-d9b0-44a1-8182-7fdead97ebdb,00588a5a-f6fa-48b9-9a03-5843a76e110b,2025-06-15,credit,CHG/BAJAJ ALLIANZ GENERAL,13663.7,,770892718947
5f9fc65a-4806-4d5f-8aab-1d27409a845d,be2c9747-336f-4a04-a9b6-646292a4cefa,2025-07-06,credit,DEP/BIGBASKET,162233.28,R1891892,561292846336
f1959e9f-a90e-40f3-a9a8-8ce4626eaa9c,369d0d9e-5689-43df-8dc0-212e2593d85c,2024-11-11,credit,REF/OLA CABS,45705.83,N6433156,
66e29aae-bbda-4689-b4b4-06891168e08b,64a13552-008b-46f0-9a21-782603988644,2026-07-06,credit,WDL/TNEB,18545.09,T1761001,844319705891
99a11145-fec2-48e2-b33f-352c2fa4f8b4,6db6c590-7d4f-44c7-b4a9-a34280c8310d,2024-08-31,debit,UTIL/BESCOM,-464024.7,S3891018,890999685006
09d833a7-a517-4efc-878d-e604951810b2,42efca03-ab9c-4107-8ace-49ffae473e4b,2025-01-01,debit,EMI/HDFC BANK CREDIT CARD,-359324.53,U7596668,306837079621
498c06ce-ff05-4523-8cb9-0ac5f4e65560,8e26f8d3-0eb5-4818-a1db-27332d0119f3,2025-05-12,credit,WDL/KOTAK MAHINDRA BANK CARD,491046.81,N1205428,906111919100
3e3395e0-ef8f-4904-a3cc-3a5b0a1cc0f1,ae54e151-bb12-4800-a83c-0e7e9df46a97,2024-04-24,debit,REF/ICICI BANK CREDIT CARD,-30725.07,I2835972,772933854824
8677dc2f-ce64-4f97-99b8-51339b9e0533,1c362a91-1cfb-4717-b7b4-8d1234df913a,2024-09-14,debit,UTIL/HDFC MUTUAL FUND,-5288.04,S1537060,229046984510
bb093131-6db2-4f4b-9141-cf4d83ab9ddc,adc7661e-70ef-4d00-9612-63189a630ac5,2025-06-20,credit,CHG/PAYTM MONEY MUTUAL FUND,19275.8,R7167835,
f428e1b2-7b06-49a4-8186-5a5978df2307,014952be-ad27-4c99-a922-c561e5b32015,2024-02-23,credit,REF/ADANI ELECTRICITY,40941.55,I5251312,316927037578
51275926-8061-4f34-941a-f839a767fdb4,777a4f3f-1d75-4ee1-9310-dfcebbc3adc4,2026-08-06,credit,CHQ/IXIGO,40961.87,R9474925,
d5d06fd7-269b-4c78-a058-b61a1fa028ed,d57c11fe-b54d-4c2b-b3bb-b3c17780f0f3,2026-03-15,credit,FT/HSBC MUTUAL FUND,3249.27,T6241098,
a0f38a7c-fd9b-4fc8-8b9b-3424053df22e,561d3328-f88f-47c3-b6cf-6d567ddfa23a,2026-07-31,debit,ATM/BSNL,-6592.78,S1046591,
11ed3fa9-4180-466f-a365-fb9e6a9941cb,fc2a41eb-51b2-4726-87cf-92b16dd1efd5,2026-03-21,credit,SAL/BSES RAJDHANI,14511.92,T1472879,
0a2c1746-1675-4a03-8196-1554821fadb4,bdf764a7-6434-4e31-ad34-1949707f34f5,2026-08-19,credit,RTGS/FRANKLIN TEMPLETON,26316.86,,197002046411
fef8e9e7-0b75-48c3-a9b5-e53622da119c,78589274-f054-4ca9-9f11-760833f645c8,2024-12-30,credit,ATM/NIPPON INDIA MUTUAL FUND,38967.73,T1127047,219555751287
7c30f9e5-eead-401e-8ee9-1e071fa4256e,d1172486-6205-41dd-8569-b37099511dcc,2026-02-11,debit,WDL/BILLDESK,-48610.37,R2508299,742590376746
aa4da8a1-6b73-42d4-9825-044624aaceec,d7fdcf9a-e2bb-4ccd-b27c-0507d2e2d713,2024-05-15,credit,INT/Deshpande Ltd,47089.16,I3210969,221382588043
06d179d3-0504-4cf2-96f9-6588222e041d,b8de5b74-31b1-475b-8a8e-c5fa403afb35,2026-04-26,debit,"SAL/Rege, Dada and Nagarajan",-446590.97,S6107435,
f07785dc-6bae-4337-a495-ea4801788664,c48ca828-9cc2-4e4c-bfc3-f9b5c2500405,2025-09-15,debit,UPI/MORE SUPERMARKET,-7237.04,I5727999,
b8362ab6-02ac-4f54-9dac-fd8415e8d763,c70711fc-371d-4710-a1ed-1fcfab20d48d,2024-08-14,debit,POS/AXIS BANK CREDIT CARD,-44114.59,N3761777,456762274929
621c7feb-26ac-460e-bc6c-cdb3ef74c07a,9abba1d2-2a03-4da6-a91d-9d323065ae1e,2026-09-05,debit,UTIL/Mander-Nagi,-49354.29,R9197219,
e5de013a-2ae7-463b-83e5-8da72a42c4db,c8f56a19-21b1-4eb9-8110-74cc2b2f5d63,2025-01-19,credit,POS/PAYU,44923.93,U5968578,443500584187
c0e61804-b30c-4e80-a1d1-ab4140da2582,765d1590-588f-4770-bf99-75f872628b93,2024-01-24,credit,RTGS/ZOMATO,45655.66,I1812986,352786436566
e3b29ef9-4df5-4b67-a8c3-8c40329c1b8d,0efaca19-38fe-4f83-8e37-7f3d4773e4b4,2025-03-12,credit,"CHG/Swaminathan, Om and Chacko",47482.18,U6081624,662836244021
3347e49b-a0e0-4c27-9ea4-f53ed62ba4ab,93b2bc36-ffa2-4c78-a751-d6e36caeef1d,2024-01-03,credit,RET/NATIONAL INSURANCE,4924.12,T7412044,
2e11dfad-464b-4c36-80eb-8f0cc67ffd5e,42efca03-ab9c-4107-8ace-49ffae473e4b,2025-06-28,debit,TFR/HDFC BANK CREDIT CARD,-43820.39,I4225937,
43c0023c-efbe-4a31-8157-e3806e1acc79,dcf7ac10-e154-44d4-b11f-0055fe9c42db,2024-04-13,debit,RTGS/Desai Inc,-27667.26,,144903416324
887c2188-a63b-4b8b-9dfe-02a960edcd6c,5b8aee27-2795-44bd-a142-6145d11609cf,2026-05-12,debit,REV/TATA MUTUAL FUND,-463681.52,I8078981,279021151935
50e3bc52-be4a-4cb0-a13d-4f07a3013797,1cee8049-38a6-48af-87c0-85394ec8e7d4,2024-08-14,debit,RTGS/ZOMATO,-25128.05,T1686433,764909051551
048c90cb-d6a1-4994-9d58-d59663d965d7,09c10c88-e16e-447f-b306-9bd8aa6e7d93,2024-02-03,credit,REF/HP GAS,36855.59,R3967787,
1d60ad26-9324-4d16-b87b-447e8d11f39c,714f968f-19e3-459c-9e50-e06a3f73d146,2026-05-24,debit,RTGS/MAHINDRA MANULIFE,-38353.93,,426524534398
6efce541-09fb-4424-94f3-588cfff2bc25,262b25cb-9359-47ab-964e-f4006828d3e3,2024-12-01,debit,CHQ/DSP MUTUAL FUND,-27367.04,N9109606,
51729bad-5344-44a1-8db4-ceca0002a6c1,7a3d8fad-e835-4869-b47b-1619f61293ec,2025-12-17,debit,REV/TATA AIG,-19959.93,S4830086,558219153546
09d66ace-fd60-4811-8796-aec625c69e36,50dff58d-ba74-43a0-89d8-258270fc4c32,2025-07-02,debit,RTGS/HELIOUS MUTUAL FUND,-18059.27,I3489656,
20a15444-522d-4966-8131-0c51d85cdf6f,14d4cf27-e481-45c3-90cd-13803d10fa4f,2024-11-26,debit,DEP/MAHINDRA MANULIFE,-45867.56,S2975089,
a8ebfdf5-d346-4937-bf86-8c582fefab8e,686a24a8-24ba-41f5-8666-7b577805adfc,2026-08-29,credit,WDL/BPCL,6338.65,R2313102,
d1d23baf-defd-4557-9788-d163dafe645b,1d1306d0-7146-471f-aacc-544ee5bea4d3,2026-05-06,debit,TFR/MIRAE ASSET,-47741.93,U6678120,470724342184
e9d3543c-4d8f-4833-8adb-8b6c5c9d116c,26b376b0-2e9f-4c72-acaa-d15fabd8be95,2025-03-09,credit,ATM/BIGBASKET,42433.91,U6400649,772223465195
0e57df58-5331-4d8e-80cb-c8a78c157a3f,cf555686-d266-460e-9fd4-7c651fa38821,2025-06-03,credit,SAL/LIC OF INDIA,42175.66,I8938132,905871355336
51e0ecc9-8fb7-44cb-aff0-082af12570f1,2edc2921-7e37-40f2-8798-8295ac14d8b4,2026-06-05,debit,DEP/KOTAK MAHINDRA BANK CARD,-44442.39,R1754975,397862299992
b983a2ad-1a90-49bb-8351-ff6bc8bc7f0b,f9453f7f-37a3-4f90-ae05-1c8bb8375036,2025-08-26,debit,TFR/SAMCO MUTUAL FUND,-123322.57,S2073541,
73d26c83-b3f6-4e6a-89dc-57f0e5e8c79c,86888253-d238-48dd-b96d-85056c6e4c24,2024-12-28,credit,RTGS/BAJAJ ALLIANZ,34152.7,U5074181,157340591908
e859e50b-a4c0-4dd9-900e-8fe24a84d9d8,df01a968-d85b-4cdf-b62f-ef94cfcf9dac,2026-02-07,debit,TFR/BSNL,-34983.15,I1891495,706812671635
bc25b465-7124-4f56-a562-587cb1970645,5d3ea48a-2ba9-4b79-aff9-f1e6c3184c99,2026-07-27,debit,LOAN/INSTAMOJO,-23697.36,I6451960,390636292842
26b5ce1b-b499-4065-985f-761b1a619641,48b92d93-73e1-43b2-9059-03700da3a7d6,2025-03-25,debit,UTIL/GROWW MUTUAL FUND,-209947.13,T9064298,752735823228
cf996461-d850-4225-b87d-8e17dbe9cb93,35042072-84bc-4384-9e7f-301b0855432a,2025-05-20,debit,TFR/SAMCO MUTUAL FUND,-173513.54,T3941806,
23b8f642-2dec-4244-9b75-288cf77b8bfd,a4a56aba-2ea7-4939-bb69-e47d40250ad7,2024-01-27,debit,INT/Kara PLC,-6916.75,R6978979,402111770158
a911125f-695b-4475-b750-4ecc5675266a,bfdcdc30-5dc4-4fac-9046-bd0076f5baff,2026-07-04,debit,POS/Andra PLC,-171484.8,U8359090,766853138797
1378d873-3e6b-43a7-ab60-f319efd9c05c,9547a959-508c-4734-9b7e-36a56b45c5b1,2026-01-04,debit,LOAN/ICICI LOMBARD,-8726.64,N5222119,549606688823
0d85c2cf-22de-43b2-a16b-51cb8adfa602,6c4b1e53-8725-4896-abfd-4a462d14ac21,2024-07-01,debit,"DEP/Manne, Raghavan and Bali",-35188.27,S8417675,
8ef5f376-72b9-4149-a7e1-14303f8efd7e,818b2460-e7aa-4e0e-8780-3d5f4de96f61,2026-05-07,debit,TFR/IXIGO,-13625.65,U7566687,384607667126
bea53e66-bf21-4655-bc1e-11e3c22a0668,ccae42c2-ab85-4f3c-b813-cc9bcb2e8dc8,2024-07-31,debit,UTIL/ZERODHA MUTUAL FUND,-2685506.35,U7249944,101718111141
002e3e3d-ae78-4237-9f65-d392fac1094a,810b523b-b79c-4daa-bb29-5071dad08c38,2024-04-25,credit,TFR/PHONEPE WEALTH,35726.46,U4215027,473188246409
abe0534e-087e-4353-af01-91d87e73de1b,237c6b41-bade-4128-8c76-51395857fa10,2025-02-15,debit,EMI/ROYAL SUNDARAM,-3782225.79,N7599437,514762156911
e9420a85-2aa5-4910-981b-43adf04980b6,5971ed53-12c5-46a2-8365-bdec226b1a9f,2026-06-17,debit,NEFT/ZOMATO,-15428.25,I7131187,169540279414
03cc4d4e-46e3-47be-986c-8368a85802c3,39df5c0a-2aee-473e-a108-0256cfbde586,2024-10-08,credit,CHQ/INSTAMOJO,40466.71,,
bef3c546-e1f9-4eeb-a9f9-c566cc14d3a6,cbc4e3a6-84ae-4ab0-82a4-724df3f415b8,2025-09-21,debit,SAL/ZOMATO,-32162.63,N6921893,
cfd75414-2637-4a57-87b5-cc3c6fe9ccba,032ec225-6f55-4ce8-8eee-871dbc593037,2024-12-19,debit,LOAN/Chaudhari Inc,-43951.25,N8721912,897018531603
333b206d-a7dc-4ce9-a94a-fce29a9063a1,f406fcbb-03e3-433e-8f04-abea2862a975,2024-11-07,debit,INT/IRCTC,-15680.16,S3661295,
344751d9-001a-4de8-8685-a97ec70fa338,cbc4e3a6-84ae-4ab0-82a4-724df3f415b8,2026-05-05,credit,EMI/PHONEPE WEALTH,32121.42,R4964599,934426839719
fc8efd09-a650-4863-88a8-fd3a652f76e0,6022d73d-57e4-4e18-8ea8-fb9a60378fc3,2026-01-13,debit,INT/MAKEMYTRIP,-39075.58,R3789851,118057525781
2a59735e-bc8c-4b12-b3a6-07e457da7a56,fb97fce9-9cb4-4e78-aece-c8b73fc720e7,2026-02-24,debit,TFR/BAJAJ FINANCE LTD,-26443.37,N2566431,652337542497
