payout_id,vendor_id,requested_date,settled_date,amount_minor
PAY-LEGACY-0464,56f84b4c-e039-5f72-b3f7-41684d1e212a,2024-02-11,2024-02-11,2029939
PAY-LEGACY-0465,2c7fa604-b973-51cd-aaeb-33054db07262,2024-08-19,2024-08-19,3312029
PAY-LEGACY-0466,54e16296-56ab-5e7f-9589-3ef42a534f10,2024-09-08,2024-09-08,16001987
PAY-LEGACY-0467,3456c0ef-54d0-5186-a3e4-ac20cf27a837,2024-10-25,2024-10-25,3267551
PAY-LEGACY-0468,062191ca-fb59-5745-8ad0-f4e1b0f0614e,2025-08-27,2025-08-27,13006466
PAY-LEGACY-0469,e670dcde-e3ef-5dc8-adc5-a9bb5a234e30,2025-12-17,2025-12-17,4142413
PAY-LEGACY-0470,a0cf0f9f-64ca-5726-876b-4361d6b3ae3c,2024-09-04,2024-09-04,3256520
PAY-LEGACY-0471,840839a8-c7ea-5ee3-a49b-4add4123bfcc,2024-06-10,2024-06-10,3924043
PAY-LEGACY-0472,2ddcf1b8-1753-56b3-a60a-27ba9b9a0c8b,2026-08-23,2026-08-23,11379448
PAY-LEGACY-0473,a37e9aba-5d93-5861-966e-d1a0276f97c2,2024-12-17,2024-12-17,4354839
PAY-LEGACY-0474,f2076f54-1357-59de-8f38-194c67d4f1bf,2026-01-27,2026-01-27,344968
PAY-LEGACY-0475,f4850a20-7781-56a4-ba35-69ed5bf54617,2025-10-23,2025-10-23,2429669
PAY-LEGACY-0476,cb594e5f-b964-5154-b88d-6a5b35a1b057,2026-06-24,2026-06-24,16499369
PAY-LEGACY-0477,f27aaedd-4c53-5c6f-9527-59387c250723,2025-06-27,2025-06-27,195371
PAY-LEGACY-0478,252d221d-75f9-503d-a310-5720c7e3f003,2024-06-19,2024-06-19,2157246
PAY-LEGACY-0479,f1901f67-4ff5-5e3f-b044-a75a954243c5,2025-07-27,2025-07-27,3849523
PAY-LEGACY-0480,a39f87b4-af54-56c4-9630-3a77a007a20e,2024-03-20,2024-03-20,4805476
PAY-LEGACY-0481,481dfbde-f953-5ec7-81b7-1dcc5910cc57,2025-08-12,2025-08-12,2365899
PAY-LEGACY-0482,b8412f27-5f6f-5b52-9764-cc61586ae013,2026-01-18,2026-01-18,1189531
PAY-LEGACY-0483,52499440-76c6-5aa8-96a8-5ee514d1f561,2025-11-18,2025-11-18,31573644
PAY-LEGACY-0484,02fa1041-ddcd-5883-8de5-e7279d532d52,2024-02-24,2024-02-24,4710472
PAY-LEGACY-0485,abfafefd-f1d4-562e-8578-673570ba6670,2025-09-01,2025-09-01,42628408
PAY-LEGACY-0486,f4429e57-7327-591d-a6e0-daa2dc7243ea,2024-12-12,2024-12-12,3487796
PAY-LEGACY-0487,fde58e48-cf68-524f-8d70-f1b18d897472,2026-02-16,2026-02-16,4302254
PAY-LEGACY-0488,264879eb-432f-5dec-bb7c-ced8802ee711,2025-11-03,2025-11-03,1442925
PAY-LEGACY-0489,63316b6c-efd4-540b-8a8c-979177487156,2025-01-04,2025-01-04,2744215
PAY-LEGACY-0490,f22ef9ca-1db5-5774-bbe8-bbc1a30be2dd,2026-08-30,2026-08-30,37720106
PAY-LEGACY-0491,481dfbde-f953-5ec7-81b7-1dcc5910cc57,2025-10-21,2025-10-21,421215
PAY-LEGACY-0492,54e16296-56ab-5e7f-9589-3ef42a534f10,2024-03-07,2024-03-07,4017596
PAY-LEGACY-0493,2d1d458e-5865-5c48-9509-f6f7545a86e6,2026-04-17,2026-04-17,657714
PAY-LEGACY-0494,c85a13a5-eb0d-5389-b144-796391146dd1,2025-10-18,2025-10-18,5671678
PAY-LEGACY-0495,d4a665a9-48e3-576b-91de-883a29363d26,2024-07-15,2024-07-15,194170515
PAY-LEGACY-0496,d664ae70-65f4-522e-991f-cc9e5ad745c8,2026-06-26,2026-06-26,3848491
PAY-LEGACY-0497,4e2dd5ef-2c68-5508-b1e5-d4e9a6758cce,2026-01-21,2026-01-21,3773698
PAY-LEGACY-0498,6890ddec-c75c-5441-980b-5b0c7953a44c,2024-04-16,2024-04-16,2340009
PAY-LEGACY-0499,481dfbde-f953-5ec7-81b7-1dcc5910cc57,2025-04-20,2025-04-20,3622401
PAY-MISMATCH,8f88c1b0-076b-5795-b71d-b486d2344bf6,2026-08-15,2026-08-15,1000000
PAY-MISSING-BANK,8f88c1b0-076b-5795-b71d-b486d2344bf6,2026-08-15,2026-08-15,170000
PAY-MISSING-REF,f22c83a8-9d83-5529-a9b5-56b892019de1,2026-08-15,2026-08-15,45000
PAY-NEXT-MONTH,f22c83a8-9d83-5529-a9b5-56b892019de1,2026-09-01,2026-09-01,30000
PAY-PAISE,f22c83a8-9d83-5529-a9b5-56b892019de1,2026-08-15,2026-08-15,101
PAY-PARTIAL,8f88c1b0-076b-5795-b71d-b486d2344bf6,2026-08-15,2026-08-15,400000
PAY-REFUND,5d74c914-28b2-5787-aa3b-55eaff8775e6,2026-08-15,2026-08-15,200000
PAY-RETRY,8463a659-7733-5594-8590-3d7cd66a5c08,2026-08-15,2026-08-15,150000
PAY-SPLIT,8463a659-7733-5594-8590-3d7cd66a5c08,2026-08-15,2026-08-15,1000000
PAY-THRESHOLD-ABOVE,f22c83a8-9d83-5529-a9b5-56b892019de1,2026-08-15,2026-08-15,5000001
PAY-THRESHOLD-EQUAL,f22c83a8-9d83-5529-a9b5-56b892019de1,2026-08-15,2026-08-15,5000000
PAY-TIMING,88f2432f-d934-52a9-b04a-21e1f88ff115,2026-08-31,2026-09-01,88000
